format,contributor,geographic_subject_local,content_type,temporal_subject_local,physical_collection,title,abstract,identifier,genre_form_local,rights_statement,date_created,date_digital_creation,Image,description,description.1,creator
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 047","Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-11,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:29:48.453000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/48/pages/page_0/files/CVM_0361-11.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 23",Three men stand near stone or concrete wall or fence. Richard Adams (second man from the right in blue chambray shirt).,0665,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:17:54.233000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/448/pages/page_0/files/CVM_0665.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,,College of Veterinary Medicine Image Collection,Dr. and Mrs. Mark Francis,"Mark and Anna Francis; photo taken sometime around the time of the Great Depression. Ms. Anna Scott Jones married Mark Francis in 1890 in their small hometown of Shandon, Ohio.",0412,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1925 and 1935,2022-12-21T16:55:52.012000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/204/pages/page_0/files/CVM_0412.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Clinical Hospital Rounds, number 05",Two men in coveralls stand outside a large animal stall during equine rounds.,0570,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:47:34.392000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/358/pages/page_0/files/CVM_0570.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1920s,College of Veterinary Medicine Image Collection,The Class of 1921,"A collage of seven photographs, featuring six veterinary students who graduated in 1921 and Mark Francis, the Dean of the School of Veterinary Medicine. Top left to right--R.R. Childers; S.R. Dunn; W.T. Johnson. Bottom left to right-- J.J. Reid; J.W. Patton; J.P. Mockford. Middle--Dean Francis, D.V.M.",0683,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1920,2022-12-21T18:24:01.883000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/466/pages/page_0/files/CVM_0683.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Mark Francis, number 2","Mark Francis standing on a curbside outside a building. Part of his signature appears in the lower left corner of the image. Dr. Mark Francis, first came to Texas A&M in 1888 as the Experiment Station Veterinarian. He served as the first Dean of the School of Veterinary Medicine from 1916 to 1936 and founded the Texas Veterinary Medical Association in 1903.",0404-B,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:53:13.079000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/196/pages/page_0/files/CVM_0404-b.jpg,"Written on photograph: Front shows signature. Inscription on back reads, ""B.F. Mood, 2808 Skidaway Rd., Savannah, GA 31410.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 34",Dr. Playter speaks with Dr. Donald Wiersig and wife.,0543,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:39:30.189000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/334/pages/page_0/files/CVM_0543.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,Equine Pavilion and New Hay Barn,"Equine pavilion and new hay barn-21 Nov 03. Construction was completed in 2002 and the building included 19,000 square feet of stalls, treatment rooms, breeding areas, and a laboratory.",0385,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11-21,2022-12-21T16:46:28.268000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/176/pages/page_0/files/CVM_0385.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 036","Canine resident ""Jill,"" one of the original pets to enter the center in 1994.",0360-36,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:09:14.968000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/37/pages/page_0/files/CVM_0360-36.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 12",Dr. Richard Adams with hunting dogs in fenced enclosure.,0654,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:14:10.463000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/437/pages/page_0/files/CVM_0654.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"George Shelton, number 2","Faculty photograph of George Calvin Shelton (View 2), looking up with phone receiver in hand.",0397,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:50:30.105000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/188/pages/page_0/files/CVM_0397.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 22",Two unnamed men with Richard Adam (right closest to camera) are seated on a concrete structure or wall.,0664,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:17:33.617000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/447/pages/page_0/files/CVM_0664.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,Womack Wins Wolf Prize 01,Dr. James E. Womack and a younger unnamed man pose for the camera. Dr. James E. Womack a professor at College of Veterinary Medicine since 1973 and known for conducting pioneering research in the cattle genome. In 2001 he received the Wolf Prize in Agriculture.,0556,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2001,2022-12-21T17:43:52.329000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/347/pages/page_0/files/CVM_0556.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 05","Dr. Playter with back to camera, stands with Charles L. Hall. Others applaud.",0514,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:29:50.727000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/305/pages/page_0/files/CVM_0514.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,"New Hay Barn, number 3",New hay barn - 21 Nov 03.,0391,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11-21,2022-12-21T16:48:29.564000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/182/pages/page_0/files/CVM_0391.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,Dr. Fred Maurer,"Professional photograph of Dr. Fred Maurer standing at a bookshelf holding an open book. After his retirement from the U.S. Army, Dr. Maurer became Associate Dean and Distinguished Professor of Pathology at the College of Veterinary Medicine, Texas A&M University, serving in this capacity until September 1974 when he retired. Dr. Maurer also served as the Director of the Institute for Tropical Medicine, of which he was founder, and was instrumental in development of graduate education within the College of Veterinary Medicine.",0422,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:59:34.430000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/215/pages/page_0/files/CVM_0422.jpg,Written on photograph: Dr. Maurer,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Equine Ear Twitch, number 5",Demonstration of mild restraint.,0494,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,2022-12-21T17:23:15.581000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/285/pages/page_0/files/CVM_0494.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Fred Jaggi, number 1","Portrait of Fred P. Jaggi, Fr. Dr. Jaggi earned his DVM in 1926 from Texas A&M University. From 1926 until 1937 he was in private practice at which time he accepted an appointment to head the newly established Department of Veterinary Hygiene. In 1957, he became head of the newly created Department of Veterinary Public Health. Dr. Jaggi retired in 1965 after serving twenty-eight years with the College of Veterinary Medicine.",0394,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:49:29.125000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/185/pages/page_0/files/CVM_0394.jpg,"Written on photograph: Jaggi, Fred.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Appaloosa, number 02",A woman with a horse.,0499,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,2022-12-21T17:24:53.877000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/290/pages/page_0/files/CVM_0499.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 23",Dr. Playter greets an unidentified lady who is standing behind Kay Playter in the grey dress.,0532,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:35:50.316000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/323/pages/page_0/files/CVM_0532.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 003","Three people at a table. Information as of 2017 states: Enrollees at the center include dogs, cats, birds, horses, and even donkeys. An enrollment fee* of $1,000 per small animal and $2,000 per large animal is due at the time of enrollment.",0364-17,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:50:52.853000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/135/pages/page_0/files/CVM_0364-17.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine & Biomedical Sciences', 'Texas A & M University Graphic Services']","['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Outdoor Study Session, number 1",Group study with five people on the steps of a building on campus.,0695,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999,2022-12-21T18:27:55.803000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/477/pages/page_0/files/CVM_0695.jpg,Written on photograph: Copyright 1996 File#99-554 Neg#20A 121,,"Wulfson, Jean"
