genre_form,identifier,access_rights,date_digital_creation,digital_publisher,description,date_created,format,extent,content_type,medium,rights_details,subject,title,Image,geographic_subject,classification
"['Gold gilt papers', 'art reproduction']","['5407', '12307']",Openly accessible,2021-06-16T14:19:17.078000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of birds, dogs, men, etc. in overlapping circles; gold over white background; laid paper; stamped in block on recto: ""JOHANN MICHAEL MUNCK AUGSPURG No 10""; Contained in BASSENGE folder; See Haemmerle #238; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 97, Lot #5407) in 08/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped; Small tear at top with small loss of paper",1735,reformatted digital,1 sheet of gold and off-white Dutch gilt paper; 13.75 x 17.25 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12307,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/33/pages/page_0/files/12307.jpg,Germany--Augsburg,
"['Laid lines', 'art reproduction', 'Dribbled paste papers']",12408,Openly accessible,2021-06-16T14:28:33.226000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Hernhuter (monastery near Leipzig)paper used as book cover with plain green paper backing; speckled or dribbled design; laid paper; inscription on piece: ""Register for Sterbe Achten for Grammar Heilingenmoschel lire 1821"" [line design]; [written in red pencil on ecto of white scalloped label affixed to recto]: ""Heilingenmoschel""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2.b; Not signed. Not stamped. Stickered. Not embossed.; Discolored and worn where creased for binding; slightly worn corner; 2 pieces joined; green backing paper stained, discolored and wrinkled",Mid 18th century,reformatted digital,"1 book cover (3 images, front, inside view, back); green and white paste paper; 13.75 x 19.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12408,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/73/pages/page_0/files/12408a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/73/pages/page_1/files/12408b.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/73/pages/page_2/files/12408c.jpg,Germany,
"['art reproduction', 'marbled paper', 'Random marbled papers']",7011,Openly accessible,2021-06-16T14:12:55.534000+00:00,Texas A & M University. Libraries,"Surface application; Marbled; M5.D5.F16; Previously used as an endpaper in a bookbinding; inscription on piece: ""DISCHARGE BOOK. Master of the Institution at  No, in List, Form 15A. Shaw & Sons Ltd., Fetter Lane, E.C.4 Q76  S1267 (B)Day of the Week. Last Meal before Discharge. NAME. DISCHARGED. MEN. WOMEN. CHILDREN UNDER 16. Sick Ward  Other Wards [repeated for each category) CLASS FOR DIET. MEN. WOMEN. 1 1a 2 2a 2b   3 3a 4 4a  4b 5 CHILDREN. 3 to 8  8 to 16  Under 3 5 6 7 M  F  M  F M  F Sick Observations.""; Ledger on verso; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Creased and torn corners; black stain on recto; slight yellowing on verso.",19th century,reformatted digital,"1 sheet of light brown, cream and white marbled paper; 11.00 x 13.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #7011,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/4/pages/page_0/files/07011.jpg,,
"['Laid lines', 'art reproduction', 'Block-printed papers', 'Deckled edges']",12389,Openly accessible,2021-06-16T14:25:01.557000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Deckled; Laid; Printed; P4.D6.F7; Overall mid-size floral pattern with 4 cream borders; laid paper; deckled; inscription on piece: ""kattunpapier deutsche, um 1760 s Hammerle, Abb. 132 ex Slg Hammerle 9u""; Contained in small folder created by folded sheet of white paper; [written in pencil on recto of folded sheet]: ""Kattundruck von Hand grostencils aus seg Haemmerle""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Hole; ink on verso",Circa 1760,reformatted digital,"1 sheet of black, purple, red, yellow and cream block-printed paper; 14.75 x 17.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12389,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/58/pages/page_0/files/12389.jpg,,
"['Deckled edges', 'Watermarks', 'Laid lines']",12375,Openly accessible,2021-06-16T14:22:28.995000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Deckled; Laid; Watermarked; P4.D6.F7; Laid paper; 2 watermarks include a sun with rays and the letter ""R"" below and the letters ""R"" and ""G"" superimposed with the ""R"" on top; deckled; NOTIFICATZIONE printed in Italian in black ink on recto 1733; inscription on piece: ""A 110""; [written in pencil on verso]: ""5000""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Folded; creased; slightly discolored; spotted appearance on verso; stored in white folder",Circa 1733,reformatted digital,1 sheet of black and tan laid watermarked paper; 12.50 x 17.00 in.,"['StillImage', 'Text']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12375,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/47/pages/page_0/files/12375.jpg,,
"['art reproduction', 'Block-printed papers']",12386,Openly accessible,2021-06-16T14:24:47.909000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Wove paper; series of boxes with letters of the alphabet; possibly a child's game; great registration; thin paper; inscription on piece: ""L.A. Book Fair 2/14/98""; Contained in a white folder marked in pencil: ""18th century Printed etc.""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; ink on verso",Early 19th century,reformatted digital,"1 sheet of dark blue, gold and cream block-printed paper; 19.50 x 12.75 in.","['Text', 'StillImage']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12386,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/57/pages/page_0/files/12386.jpg,,
"['Deckled edges', 'Watermarks', 'Laid lines']",12374,Openly accessible,2021-06-16T14:22:15.394000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Deckled; Laid; Watermarked; P4.D6.F7; Laid paper; 2 watermarks include a crown with fleur de lys and 3 circles with a lion filigreed inside 1; deckled; BANDO printed in Italian in black ink on recto 1709; inscription on piece: ""1709 Iverris G Ivano A: ss""; [written in pencil on verso]: ""5000""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Folded; creased; discolored along edges; stored in white folder",Circa 1709,reformatted digital,1 sheet of black and cream laid watermarked paper; 12.50 x 17.50 in.,"['StillImage', 'Text']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12374,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/46/pages/page_0/files/12374.jpg,,
"['Zebra marbled papers', 'endpapers', 'art reproduction']",10298,Openly accessible,2021-06-16T14:16:06.027000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.i; Not signed. Not stamped.; Discolored; curling; edges chipped; fragile,19th century [?],reformatted digital,"1 sheet of dark red, blue, yellow and white marbled paper; 6.25 x 10.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #10298,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/19/pages/page_0/files/10298.jpg,,P1.D4.F3.A
"['art reproduction', 'Gold gilt papers', 'Laid lines']","['5437', '12316']",Openly accessible,2021-06-16T14:21:06.950000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F2; Overall pattern of floral design; gold over carmine paste; backed; [stamped in black ink in block on recto]: ""AUGSPURG BEY [JOH];ANN MICHAEL MUNCK NO 3""; Part of book cover ; See Haemmerle #234; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5437) in 12/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Stamped. Not stickered. Not embossed.; Stained",1730,reformatted digital,"1 sheet of red, gold and off-white Dutch gilt paper; 6.25 x 13.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12316,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/41/pages/page_0/files/12316.jpg,Germany--Augsburg,
"['Gold gilt papers', 'Laid lines', 'art reproduction']","['127', '12416']",Openly accessible,2021-06-16T14:30:23.007000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Ream wrapper L.V.G. (LUBBERTUS VAN GERREVINK); design shows Lion of Holland with sword and 7 arrows, with scroll border; remnant of blue and white thread; Inscription on original piece: “#127 HNY10 ______ 6500""; [printed in red ink on recto]: “FYN PAPIER L. V. G.""; Contained in hinged cream mat with window cut out for viewing; heavy piece of clear plastic overlays ream wrapper for protection; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Upper right corner missing; water stains; stained and soiled; discolored; small edge tears",Circa 1770 [?],reformatted digital,1 sheet of red and tan block-printed paper; 16.50 x 13.00 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12416,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/81/pages/page_0/files/12416.jpg,,
"['Printed papers', 'art reproduction', 'endpapers']",9243,Openly accessible,2021-06-16T14:13:36.532000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P1.D3.F8; Ridged, semi-glossy surface on recto; two rounded corners; Previously used as an endpaper in a bookbinding; inscription on piece: ""OUP. UK 1909"";""Gift from Barry McKay 6/12""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan in 06/2012.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Yellowed edges on verso; small edge tears on recto",1909,reformatted digital,"1 sheet of green, blue and white printed paper; 4.50 x 7.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #9243,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/7/pages/page_0/files/09243.jpg,,
"['art reproduction', 'Block-printed papers']",11773,Openly accessible,2021-06-16T14:17:27.756000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P2.D2.F7; Looping floral pattern with thin green line framing design; affixed at one edge to a plain sheet of brown paper; [written in pencil on verso of brown sheet]: ""ENGLISH GRESHAM 1920""; Contained in an open clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped.; Small edge tears along one side of decorated sheet.",1920,reformatted digital,"1 sheet of green, purple and cream printed paper; 4.00 x 6.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/","['Decorative paper', 'Block printing']",Berger-Cloonan #11773,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/25/pages/page_0/files/11773.jpg,,P2.D2.F7.A
"['Printed papers', 'endpapers', 'art reproduction']",7013,Openly accessible,2021-06-16T14:13:22.946000+00:00,Texas A & M University. Libraries,Surface application; Printed; M5.D5.F16; Previously used as an endpaper in a bookbinding; vine design; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Faded areas on recto; creased and torn corners and edges; slight yellowing on verso.,19th century,reformatted digital,"1 sheet of brown, yellow, black and white printed paper; 9.50 x 12.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #7013,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/6/pages/page_0/files/07013.jpg,,
