medium,identifier,content_type,rights_statement,access_rights,extent,title,format,genre_form_local,description,subject_local,date_digital_creation,date_created,digital_publisher,Image,contributor,geographic_subject_local
Paper,8214,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue and white marbled paper; 5.25 x 7.75 in.",Berger-Cloonan #8214,reformatted digital,nonpareil marbled paper|endpapers|art reproduction,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""Oct 13/92"", ""3548 90""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Holes.",Marbled papers,2021-06-16T15:33:39.479000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/156/pages/page_0/files/08214.jpg,,
Paper,7005,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, yellow, black and white marbled paper; 9.50 x 15.00 in.",Berger-Cloonan #7005,reformatted digital,Stormont marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Creased and torn corners and edges.,Marbled papers,2021-06-16T15:28:51.112000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/135/pages/page_0/files/07005.jpg,,
Paper,1350,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of silver and white embossed paper; 19.50 x 28.00 in.,Berger-Cloonan #1350,reformatted digital,art reproduction|embossed prints,"Surface treated; Embossed; M4.D2.F5; Pattern resembles lattice; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D; Not signed. Not stamped. Not stickered. Not embossed.; 2 small tears along edge",Decorative paper,2021-06-16T15:00:29.555000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/11/pages/page_0/files/01350.jpg,Aschoffenberg,Germany
Paper,8289,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of black, blue, brown, gray and white marbled paper; 7.75 x 10.75 in.",Berger-Cloonan #8289,reformatted digital,art reproduction|curl marbled paper|endpapers|French snail marbled papers|dutch marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; One rough edge.,Marbled papers,2021-06-16T15:50:46.821000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/231/pages/page_0/files/08289.jpg,,
Paper,8206,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, pink, yellow, black and white marbled paper; 6.00 x 10.50 in.",Berger-Cloonan #8206,reformatted digital,art reproduction|nonpareil marbled paper|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Edge torn; small abraded area.,Marbled papers,2021-06-16T15:32:31.550000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/151/pages/page_0/files/08206.jpg,,
Paper,6896,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, black and white marbled paper; 8.00 x 11.75 in.",Berger-Cloonan #6896,reformatted digital,art reproduction|nonpareil marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Edge torn; corner creased.,Marbled papers,2021-06-16T15:04:12.377000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/27/pages/page_0/files/06896.jpg,,
Paper,8229,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, green, blue, yellow and white marbled paper; 4.00 x 6.50 in.",Berger-Cloonan #8229,reformatted digital,nonpareil marbled paper|endpapers|art reproduction,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""BOUND BY NUTT, CAMBRIDGE""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. stamped.",Marbled papers,2021-06-16T15:37:04.730000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/171/pages/page_0/files/08229.jpg,,
Paper,8305,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, orange, gold and white marbled paper; 8.25 x 10.50 in.",Berger-Cloonan #8305,reformatted digital,Spanish random marbled papers|art reproduction|endpapers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Glossy finish; Inscription on original piece: ""DOLL""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; One rough edge.",Marbled papers,2021-06-16T15:54:26.603000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/247/pages/page_0/files/08305.jpg,,
Paper,6912,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, pink, yellow and white marbled paper; 9.25 x 11.25 in.",Berger-Cloonan #6912,reformatted digital,endpapers|laid lines|art reproduction,"Distribution of fibers; Surface application; Laid; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; attached to blank sheet of laid paper; Inscription on original piece: ""L. Famitz [?]""; ""dr AC""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.e; Not signed. Not stamped.; Edges chipped.",Marbled papers,2021-06-16T15:07:50.600000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/43/pages/page_0/files/06912.jpg,,
Paper,8273,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, yellow and white marbled paper; 5.00 x 7.25 in.",Berger-Cloonan #8273,reformatted digital,art reproduction|curl marbled paper|endpapers|French snail marbled papers|Laid lines|dutch marbled paper,"Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; Inscription on original piece: ""ha"", ""E[t]""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; One rough edge; very faded; discoloration along edges.",Marbled papers,2021-06-16T15:47:07.132000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/215/pages/page_0/files/08273.jpg,,
Paper,6993,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red, yellow, black and white marbled paper; 9.00 x 11.00 in.",Berger-Cloonan #6993,reformatted digital,art reproduction|Stormont marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Yellowed and stained on verso; wrinkling; edge tear; creasing; slightly worn area along binding edge.,Marbled papers,2021-06-16T15:26:06.629000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/123/pages/page_0/files/06993.jpg,,
Paper,1346,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of red embossed paper; 20.25 x 24.25  in.,Berger-Cloonan #1346,reformatted digital,embossed prints|art reproduction|grain patterns,"Surface treated; Embossed; M4.D2.F5; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D.1; Not signed. Not stamped. Not stickered. Not embossed.; Several light and dark spots across sheet",Decorative paper,2021-06-16T14:59:32.660000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/7/pages/page_0/files/01346.jpg,Aschoffenberg,Germany
Paper,6989,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red, yellow, black and white marbled paper; 9.00 x 11.00 in.",Berger-Cloonan #6989,reformatted digital,Stormont marbled paper|endpapers|art reproduction,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Yellowed and stained on verso; wrinkling; slightly worn area along binding edge.,Marbled papers,2021-06-16T15:25:11.825000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/119/pages/page_0/files/06989.jpg,,
Paper,8310,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, yellow, black and white marbled paper; 8.00 x 9.75 in.",Berger-Cloonan #8310,reformatted digital,art reproduction|endpapers|zebra marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.i; Not signed. Not stamped.; One rough edge; one corner creased.,Marbled papers,2021-06-16T15:55:35.509000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/252/pages/page_0/files/08310.jpg,,
Paper,8164,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, green, yellow and white marbled paper; 7.25 x 11.00 in.",Berger-Cloonan #8164,reformatted digital,art reproduction|curl marbled paper|endpapers|French snail marbled papers|dutch marbled paper,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; semi-glossy finish; Inscription on original piece: ""lufn"";""11/3/37 Shuo Snoo""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped. Not stickered. Not embossed.; Visible binding edge.",Marbled papers,2021-06-16T15:29:46.385000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/139/pages/page_0/files/08164.jpg,,
Paper,1354,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of yellow and cream embossed paper; 19.75 x 28.00 in.,Berger-Cloonan #1354,reformatted digital,art reproduction|grained patterns,"Surface treated; Embossed; M4.D2.F5; Inscription on original piece: ""19th cent. aschoffenberg""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D.1; Not signed. Not stamped. Not stickered. Not embossed.",Decorative paper,2021-06-16T15:01:25.910000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/15/pages/page_0/files/01354.jpg,Aschoffenberg,Germany
Paper,8293,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, green, yellow and white marbled paper; 8.25 x 9.00 in.",Berger-Cloonan #8293,reformatted digital,Random marbled papers|art reproduction|endpapers|moiré (pattern),Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; Not signed. Not stamped.; Bent corner.,Marbled papers,2021-06-16T15:51:41.720000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/235/pages/page_0/files/08293.jpg,,
