dc_summary,ldp_contains,dcterms_isPartOf,fedora_createdBy,dc_language,dcterms_extent,dc_type,dc_description,dcterms_type,fedora_hasParent,dc_format,dc_rights,dc_title,dc_subject,fedora_created,dc_publisher,fedora_lastModifiedBy,fedora_lastModified,dcterms_issued,fedora_writable,files,dc_creator,dc_identifer,dc_contributor
"""Ash and Pia move from hipster Brooklyn to rustic Vermont in search of a more authentic life. But just months after settling in, the forecast of a superstorm disrupts their dream. Fear of an impending disaster splits their tight-knit community and exposes the cracks in their marriage. Where Isole was once a place of old farm families, rednecks and transplants, it now divides into paranoid preppers, religious fanatics and government tools, each at odds about what course to take.""--Page 4 of cover.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/110/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/110/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Psychological fiction|Ecofiction|Domestic fiction|book jackets,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction�s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",We are unprepared : a novel,Vermont|Storms|Man-woman relationships|Climatic changes,2023-08-04T16:32:05.305000+00:00,MIRA,fedoraAdmin,2023-08-04T16:32:05.305000+00:00,[2016],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/110/pages/page_0/files/Scifi2021LittleReillyWe.jpg,"Reilly, Meg Little",5969010,
"Located off China's southeastern coast, Silicon Isle is the global capital for electronic waste recycling. Mimi is a 'waste girl', the lowest caste on the island. She's one of thousands combing the waste for recyclables. But Silicon Isle is where the rotten fruits of capitalism and consumer culture come to their toxic end. The land is hopelessly polluted , the workers utterly at the mercy of those in power. And now a storm is gathering, as ruthless local gangs skirmish for control, eco-terrorists conspire, investors hunger for profit, and a Chinese-American interpreter searches for his roots. As these forces collide, conflict erupts - a war between rich and poor, a battle between past and future. Mimi must decide if she will remain a pawn... or change the rules of the game altogether",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/73/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/73/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Science fiction|Dystopian fiction,"Book jacket image of the First U.S. edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Waste tide,Viruses|Social classes|Survival|Electronic waste--Recycling|Dystopias|Social conflict|Capitalism|Islands--China,2023-06-05T16:56:02.945000+00:00,Tor,fedoraAdmin,2023-06-05T16:56:02.945000+00:00,2019,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/73/pages/page_0/files/Scifi2021QiufanWaste.jpg,"Chen, Qiufan, 1981-",5875089,
"It's been four weeks since the bloody showdown at Black Mesa, and Maggie Hoskie, Diné monster hunter, is trying to make the best of things. Only her latest bounty hunt has gone sideways, she's lost her only friend, Kai Arviso, and she's somehow found herself responsible for a girl with a strange clan power. Then the Goodacre twins show up at Maggie's door with the news that Kai and the youngest Goodacre, Caleb, have fallen in with a mysterious cult, led by a figure out of Navajo legend called the White Locust. The Goodacres are convinced that Kai's a true believer, but Maggie suspects there's more to Kai's new faith than meets the eye. She vows to track down the White Locust, then rescue Kai and make things right between them. Her search leads her beyond the Walls of Dinétah and straight into the horrors of the Big Water world outside. With the aid of a motley collection of allies, Maggie must battle body harvesters, newborn casino gods and, ultimately, the White Locust himself. But the cult leader is nothing like she suspected, and Kai might not need rescuing after all. When the full scope of the White Locust's plans are revealed, Maggie's burgeoning trust in her friends, and herself, will be pushed to the breaking point, and not everyone will survive.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/62/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/62/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,book jackets|Fantasy fiction,"Book jacket image of the First Saga Press hardcover edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Storm of locusts,Monsters|Magic|Bounty hunters,2023-06-05T16:52:30.406000+00:00,Saga Press,fedoraAdmin,2023-06-05T16:52:30.406000+00:00,[2019],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/62/pages/page_0/files/Scifi2021RoanhorseStorm.jpg,"Roanhorse, Rebecca",5872277,
"After the climate wars, a floating city is constructed in the Arctic Circle, a remarkable feat of mechanical and social engineering, complete with geothermal heating and sustainable energy. Now crime and corruption have set in, the contradictions of incredible wealth alongside poverty are spawning unrest, and a new disease called ""the breaks"" is ravaging the population. When a strange new visitor arrives--a woman riding an orca, with a polar bear at her side--the city is entranced. She very subtly brings together four people--each living on the periphery--to stage unprecedented acts of resistance. By banding together to save their city before it crumbles under the weight of its own decay, they will learn shocking truths about themselves.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/52/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/52/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Dystopian fiction|Ecofiction|Science fiction|book jackets,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage|Text,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Blackfish City,Social conflict|Climatic changes|Social change,2023-06-05T16:49:20.102000+00:00,Ecco Press,fedoraAdmin,2023-06-05T16:49:20.102000+00:00,[2018],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/52/pages/page_0/files/Scifi2021MillerBlackfish.jpg,"Miller, Sam J.",5687405,
"The Cloud is a nasty blob of dust in the Earth's path--a ""stable polymer"" having the effect of raising the viscosity of water. Four scientists wallow through the horrors caused by gelatinous fluids (dying wildlife, approaching starvation and thirst for humanity) but somehow come through with a possible antidote and the hope of mankind's ability to adapt.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/57/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/57/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|Science fiction|book jackets|Dystopian fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Year of the cloud,Water--Pollution|Dystopias,2023-06-05T16:50:54.967000+00:00,Doubleday,fedoraAdmin,2023-06-05T16:50:54.967000+00:00,1970,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/57/pages/page_0/files/Scifi2021Thomas&WihelmThe.jpg,"Wilhelm, Kate|Thomas, Ted",348741,
"The time is 2025. The place is California, where small walled communities must protect themselves from hordes of desperate scavengers and roaming bands of people addicted to a drug that activates an orgasmic desire to burn, rape, and murder. When one small community is overrun, Lauren Olamina, an 18 year old black woman with the hereditary train of 'hyperempathy' -- which causes her to feel others' pain as her own -- sets off on foot along the dangerous coastal highways, moving north into the unknown.""--Book jacket.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/47/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/47/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,book jackets|Science fiction|Dystopian fiction,"Book jacket image of the A Four Walls Eight Windows first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage|Text,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Parable of the sower,Southern California|Orphans|African Americans|Twenty-first century|Survival,2023-06-05T16:47:44.802000+00:00,Four Walls Eight Windows,fedoraAdmin,2023-06-05T16:47:44.802000+00:00,[1993],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/47/pages/page_0/files/Scifi2021ButlerParable.jpg,"Butler, Octavia E.",1370298,
"The story of an isolated post-holocaust community in the Appalachians determined to preserve itself through a perilous experiment in cloning until civilization can spread again.  Where Late the Sweet Birds Sang is widely regarded as a high point of both humanistic and hard science fiction, having won both the Hugo Award and Locus Award on its first publication.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/86/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/86/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Science fiction|book jackets|Apocalyptic fiction,"Book jacket image of the Book Club edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Where late the sweet birds sang,Appalachian region|Genetic engineering|Cloning|Survival,2023-06-05T17:00:15.581000+00:00,Harper & Row,fedoraAdmin,2023-06-05T17:00:15.581000+00:00,[1976],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/86/pages/page_0/files/Scifi2021WilhelmWhere.jpg,"Wilhelm, Kate",736529,
"The American Southwest has been decimated by drought. Nevada and Arizona skirmish over dwindling shares of the Colorado River, while California watches, deciding if it should just take the whole river all for itself. Into the fray steps Las Vegas water knife Angel Velasquez. Detective, assassin, and spy, Angel ""cuts"" water for the Southern Nevada Water Authority, ensuring that lush, luxurious arcology developments can bloom in the desert and that anyone who challenges her is left in the gutted-suburban dust. When water is more valuable than gold, alliances shift like sand, and the only truth in the desert is that someone will have to bleed if anyone hopes to drink.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/76/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/76/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Science fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",The water knife : a novel,Interstate controversies|United States--Nevada|Water rights|Water-supply|United States--Arizona|Droughts,2023-06-05T16:57:00.279000+00:00,Alfred A. Knopf,fedoraAdmin,2023-06-05T16:57:00.279000+00:00,2015,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/76/pages/page_0/files/Scifi2021BacigalupiW38.jpg,"Bacigalupi, Paolo",4826279,
"In the year 1999 Wil Weston, investigative reporter, encounters a new way to live, and a new romantic interest, in a nation in charge of its own biological destiny.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/82/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/82/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Utopian fiction|Science fiction|book jackets,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage|Text,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Ecotopia : the notebooks and reports of William Weston,Human ecology|Community life|Utopias,2023-06-05T16:58:55.499000+00:00,Bantam Books,fedoraAdmin,2023-06-05T16:58:55.499000+00:00,1977,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/82/pages/page_0/files/Scifi2021CallenbachEcotopia.jpg,"Callenbach, Ernest",1510184,
"A lengthy California drought escalates to catastrophic proportions, turning Alyssa's quiet suburban street into a warzone, and she is forced to make impossible choices if she and her brother are to survive. The drought--or the Tap-Out, as everyone calls it--has been going on for a while now. Everyone's lives have become an endless list of don'ts: don't water the lawn, don't fill up your pool, don't take long showers. Until the taps run dry. Suddenly, Alyssa's quiet suburban street spirals into a warzone of desperation; neighbors and families turned against each other on the hunt for water. And when her parents don't return and her life--and the life of her brother--is threatened, Alyssa has to make impossible choices if she's going to survive.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/7/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/7/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Thrillers (Fiction)|Science fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Dry,Interpersonal conflict|Droughts|Survival|California|Brothers and sisters|Water-supply,2023-06-05T16:33:11.157000+00:00,Simon & Schuster BFYR,fedoraAdmin,2023-06-05T16:33:11.157000+00:00,[2018],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/7/pages/page_0/files/Scifi2021SchustermanDry.jpg,"Shusterman, Neal",5851201,
"A runaway planet hurtles toward Earth. As it draws near, massive tidal waves, earthquakes, and volcanic eruptions wrack our planet, devastating continents, drowning cities, and wiping out millions. In central North America, a team of scientists race to build a spacecraft powerful enough to escape the doomed Earth. Their greatest threat, they soon discover, comes not from the skies but from other humans.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/72/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/72/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,book jackets|Science fiction|Apocalyptic fiction,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",When worlds collide,Collisions (Astrophysics)|Planets,2023-06-05T16:55:43.791000+00:00,Lippincott,fedoraAdmin,2023-06-05T16:55:43.791000+00:00,[1933],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/72/pages/page_0/files/Scifi2021Balmer&WylieWhen.jpg,"Wylie, Philip, 1902-1971|Balmer, Edwin, 1883-1959",740596,
"Earth has just begun to recover from worldwide ecological disasters. Minh is part of the generation that first moved back up to the surface of the Earth from the underground hells, to reclaim humanity's ancestral habitat. She's spent her entire life restoring river ecosystems, but lately the kind of long-term restoration projects Minh works on have been stalled due to the invention of time travel. When she gets the opportunity take a team to 2000 BC to survey the Tigris and Euphrates rivers, she jumps at the chance to uncover the secrets of the shadowy think tank that controls time travel technology.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/77/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/77/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Science fiction|Apocalyptic fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/","Gods, monsters, and the lucky peach",Restoration ecology|Time travel|Ecologists,2023-06-05T16:57:19.430000+00:00,Tom Doherty Associates,fedoraAdmin,2023-06-05T16:57:19.430000+00:00,[2018],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/77/pages/page_0/files/Scifi2021RobsonGods.jpg,"Robson, Kelly",5681160,
