dc_format,dcterms_spatial,ldp_contains,dc_rights,dcterms_abstract,dcterms_isPartOf,fedora_created,dc_contributor,fedora_lastModified,fedora_hasParent,dc_type,dc_title,dc_subject,dc_language,dcterms_extent,fedora_writable,dc_description,fedora_createdBy,dcterms_type,dc_creator,dcterms_created,fedora_lastModifiedBy,files
reformatted digital,"Kansas--Mound City|Cherokee Nation, Oklahoma|Oklahoma--Coody's Bluff (Indian Territory)|Oklahoma--Vinita (Indian Territory)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Testimony of Betsy Reed a former enslaved African American, for the enrollment of herself and her five grandchildren (Silas Harris, Mamie Harris, Hannah Brown,  Myrtle Brown, Mima Harris) as Cherokee Freedmen. The testimonies of Sam Webber, Harry Still, John H. Coody and Henry Armstrong are also included. Betsy testifies that she was formerly enslaved by ""Aleck McPherson,"" a Cherokee citizen, who lived on ""Dog Creek"" in the Cherokee Nation. She moved to Mound City, Kansas during the Civil War. She testifies that she has lived off and on in Mound City since the war ended, and has returned to the Cherokee Nation several times. Sam Webber and Harry Still testify that they saw her near Coody's Bluff in the Cherokee Nation in 1866. and that she returned to the Cherokee Nation again during the Wallace roll. Meanwhile, Betsy could not be identified in any of the Cherokee tribal rolls except for the Kern-Clifton roll. It is decided that Betsy and her grandchildren are to be placed on a ""doubtful card"" for further consideration by the Commission.","1/17: Reed, Betsy, R-404, and Sarah Hines, R-405. 1901, 1904",2025-08-14T18:08:36.868000+00:00,"Needles, T. B. (Thomas. B.), 1835-1914|Smith, Edgar|Reed, Betsy|Armstrong, Henry|Webber, Sam|Still, Harry|Hastings, William Wirt, 1866-1938|Coody, John H.|Rosson, J. O. (John O.)",2025-08-14T18:08:36.868000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Interviews,"[Betsy Reed et al. case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Vinita, I. T., October 26th, 1901","Migration, Internal--United States|Wallace rolls|African American women|American Civil War (United States : 1861-1865)|African Americans|Kerns-Clifton roll|Cherokee Indians--Tribal citizenship|Cherokee Indians--Census|Reed, Betsy|Freed persons|Indian slaveholders|Enslaved persons|Governmental investigations|Children of freed persons",eng,13 pages,false,"Interviewers: Edgar Smith (Attorney for applicants, from firm, Mellette & Smith), W. W. Hastings (Counsel for Cherokee Nation), T. B. Needles (Commissioner); Interviewees: Betsy Reed, Sam Webber, John H. Coody, Armstrong, Henry|Signed by J.O. Rosson (Stenographer) and T.B. Needles.|""File with case of  Sarah Hines, et al., C.F.-D.#1094.""",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1901-10-26,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_0/files/1-17ReedBetsy_0005_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_1/files/1-17ReedBetsy_0005_0002.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_2/files/1-17ReedBetsy_0005_0003.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_3/files/1-17ReedBetsy_0005_0004.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_4/files/1-17ReedBetsy_0005_0005.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_5/files/1-17ReedBetsy_0005_0006.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_6/files/1-17ReedBetsy_0005_0007.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_7/files/1-17ReedBetsy_0005_0008.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_8/files/1-17ReedBetsy_0005_0009.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_9/files/1-17ReedBetsy_0005_0010.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_10/files/1-17ReedBetsy_0005_0011.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_11/files/1-17ReedBetsy_0005_0012.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/119/pages/page_12/files/1-17ReedBetsy_0005_0013.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/144/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/144/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Thos. Ryan, the Acting Secretary of the Interior, informs he Commission that the Department has received a motion to re-open Caroline Starr's previously denied Cherokee Freedmen enrollment case for herself and her child. A letter to communicate the motion was originally enclosed with this letter, to be delivered to the applicant. The Cherokee Nation has 20 days to file a response to this particular motion.","1/23: Starr, Caroline, R-356. 1904-1905",2025-08-14T18:09:37.822000+00:00,"Ryan, Thomas, 1837-1914",2025-08-14T18:09:37.822000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Caroline Starr et al. case]: Letter from Thos Ryan, Acting Secretary to the Department of the Interior, to the Commission to the Five Civilized Tribes, July 28, 1904","Freed persons|Governmental investigations|Children of freed persons|African American women|McClure, Johnnie Wesley|African Americans|Cherokee Indians--Tribal citizenship|Starr, Caroline",eng,1 page,false,"Typewritten at the top: ""D.C. 27370-1904""; J.P. CMR; ITD 4034-1904.; 5905- '; LRS.""",fedoraAdmin,Text,United States. Department of the Interior,1904-07-28,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/144/pages/page_0/files/1-23StarrCaroline_0003_0001.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/94/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/94/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Envelope that contained the documents relating to the denial of the Thomas Mayfield family's application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, June 21,  1904.""","1/14: Mayfield Family. Sallie (D-91, R-407), Thomas, et al. (D-124, R-408), Emberry, et al. (D-131, R-409). 1901, 1904",2025-08-14T18:17:00.567000+00:00,United States. Commission to the Five Civilized Tribes,2025-08-14T18:17:00.567000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,Thomas Mayfield et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],"Mayfield, Thomas|Children of freed persons|African Americans|Cherokee Indians--Tribal citizenship|Freed persons|Governmental investigations",eng,1 envelope,false,"Stamped on the envelope: ""Cherokee Freedmen R-409.""",fedoraAdmin,Text,United States. Department of the Interior,1904-06-21,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/94/pages/page_0/files/1-14MayfieldFamily_0002_0001.jp2
reformatted digital,"Oklahoma--Flint District (Indian Territory)|Oklahoma--Muskogee (Indian Territory)|Oklahoma--Fort Gibson (Indian Territory)|Cherokee Nation, Oklahoma|Texas|Oklahoma--Illinois District (Indian Territory)|Oklahoma--Canadian District (Indian Territory)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Testimony of Sallie Mayfield, a formerly enslaved African American, on behalf of herself and her three sons (including Thomas Mayfield, her oldest) for enrollment as Cherokee Freedmen.  Sallie testifies that she was taken to Texas by her enslaver, a Cherokee citizen, and had ""run away from there"" to return to the Cherokee Nation around 1866, where she has lived ever since. George Amos Mayfield testifies that he knew Sallie Mayfield before the Civil War when she was enslaved by a ""Miss Sallie Mayfield"" when he lived in Flint District. He testifies that he first saw her at ""Walk Mayfield's place"" after returning to the Cherokee Nation from Texas. He claimed that she lived in the Canadian District and spent some time in Muskogee before moving to the Illinois District. G. W. Vann (also identified as ""George Vann"" by Sallie) also testifies that she had gone to  Texas during the Civil War. Commissioner Needles concludes that Sallie should be placed on a ""doubtful card"" for further consideration, and that her name has not been found on the ""authenticated roll of 1880"" or the tribal roll of 1896.","1/14: Mayfield Family. Sallie (D-91, R-407), Thomas, et al. (D-124, R-408), Emberry, et al. (D-131, R-409). 1901, 1904",2025-08-14T18:07:35.246000+00:00,"Vann, G. W. (George W.)|Davenport, James S., 1864-1940|Breckinridge, Clifton Rodes, 1846-1932|Mayfield, Sallie|Mayfield, George Amos|Hastings, William Wirt, 1866-1938|Jones, Bruce C.|Needles, T. B. (Thomas. B.), 1835-1914|Faulds, J. F.",2025-08-14T18:07:35.246000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Interviews,"[Sallie Mayfield et al. case testimonies]: Department of the Interior, Commission to the Five Civilized Tribes, Fort Gibson, I. T., April 12, 1901","Mayfield, Thomas|Mayfield, Sallie|African American women|American Civil War (United States : 1861-1865)|African Americans|Cherokee Indians--Tribal citizenship|Freed persons|Indian slaveholders|Enslaved persons|Cherokee women|Children of freed persons|Cherokee Indians--Census, 1880|Migration, Internal--Southern States|Runaway women|Governmental investigations|Cherokee Indians--Census, 1896",eng,6 pages,false,"""To be filed in case of Emberry Mayfield, D. #131.""|Interviewers: T.B. Needles (Commissioner), James S, Davenport (Cherokee Representative),  W. W. Hastings (Attorney for Cherokee Nation), J.F. Faulds (Attorney for applicant); Interviewees: Sallie Mayfield, George Amos Mayfield, G. W. Vann|Includes typewritten signatures by Bruce C. Jones (Stenographer) and C.R. Breckinridge (Commissioner).",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1901-04-12,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_0/files/1-14MayfieldFamily_0014_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_1/files/1-14MayfieldFamily_0014_0002.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_2/files/1-14MayfieldFamily_0014_0003.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_3/files/1-14MayfieldFamily_0014_0004.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_4/files/1-14MayfieldFamily_0014_0005.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/106/pages/page_5/files/1-14MayfieldFamily_0014_0006.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/56/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/56/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Envelope that contained the documents relating to the denial of the Susan Harlin et al. application for citizenship in the Cherokee Nation. According to the stamp on the envelope, this action was approved by the U.S. Secretary of the Interior on May 3, 1904.","1/8: Harlin, Susan, et al., R-352. 1901, 1904",2025-08-14T18:14:02.910000+00:00,United States. Commission to the Five Civilized Tribes,2025-08-14T18:14:02.910000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,Susan Harlin et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],"Harlin, Susan|Freed persons|Governmental investigations|Children of freed persons|African American women|African Americans|Cherokee Indians--Tribal citizenship",eng,1 envelope,false,"Stamped on envelope: ""Cherokee Freedmen 352; See Cher. Fr. No. R-62.""",fedoraAdmin,Text,United States. Department of the Interior,1904-05-23,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/56/pages/page_0/files/1-8HarlinSusan_0001_0001.jp2
reformatted digital,"Arkansas|Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/177/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/177/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","The official decision of the  Commission to the Five Civilized Tribes  to deny the application of Ruthie Wright and her minor children (Henry, Nora, Minnie and Anna) for enrollment as Cherokee Freedmen. The evidence cited includes the finding that Ruthie was formerly enslaved by Mary Bright, in Arkansas, and that neither she nor her children had been enslaved by Cherokee citizens or free African Americans in the Cherokee Nation. None of their names were found on the 1880 Cherokee tribal roll, and the father of her children claimed to be a Choctaw Freedmen. It was concluded that Ruthie and her children were not entitled to citizenship in the Cherokee Nation, under provisions specified within the Curtis Act, approved by Congress on June 28, 1898.","1/30: Wright, Ruthie, et al., R-397. 1904-1906",2025-08-14T18:11:28.372000+00:00,"Breckinridge, Clifton Rodes, 1846-1932|Stanley, W. E.",2025-08-14T18:11:28.372000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,,"Decision: in the matter of the application of Ruthie Wright for the enrollment of herself and minor children, Henry, Nora, Minnie and Anna Wright, as Cherokee Freedmen","African American women|Wright, Anna|African Americans|Wright, Minnie|Cherokee Indians--Tribal citizenship|Wright, Henry|Freed persons|Enslaved persons|United States. Curtis Act|Choctaw Indians|Governmental investigations|Wright, Ruthie|Children of freed persons|Cherokee Indians--Legal status, laws, etc.|Wright, Nora|Slaveholders|Cherokee Indians--Census, 1880",eng,1 page,false,"Typewritten at the top: ""Cherokee Freedmen D 185.""|Signed by C.R. Breckinridge, W.E. Harvey, and two unidentified Commissioners (possibly Tams Bixby and T.B. Needles), Muskogee, Indian Territory, on March 5, 1904.",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1904-03-05,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/177/pages/page_0/files/1-30WrightRuthie_0007_0001.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/62/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/62/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Envelope that contained documents relating to the denial of the Jesse Hicks et al. application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, June 20, 1904.""","1/9: Hicks, Jesse, R-417. 1904, 1906",2025-08-14T18:14:26.054000+00:00,United States. Commission to the Five Civilized Tribes,2025-08-14T18:14:26.054000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,Jesse Hicks et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],"Hicks, Jesse|Governmental investigations|Children of freed persons|Hicks, William|African Americans|Cherokee Indians--Tribal citizenship|Freed persons",eng,1 envelope,false,"Stamped on the envelope: ""Cherokee Freedmen, R-417; See Cher. Fr. No. D 1007.""",fedoraAdmin,Text,United States. Department of the Interior,1904-06-20,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/62/pages/page_0/files/1-9_Hicks_Jesse_0001_0001.jp2
reformatted digital,"Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma|Oklahoma--Vinita (Indian Territory)|Oklahoma--Nowata (Indian Territory)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/124/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/124/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","The official decision of the Commission to the Five Civilized Tribes to deny the application of Peter Ross for enrollment as Cherokee Freedmen. It cites testimonial evidence from multiple hearings at Nowata, Indian Territory, on June 24, 1901 and at Vinita, Indian Territory, on October 7, 1901. It as found that Peter, formerly enslaved by a Cherokee citizen, left the Cherokee Nation at the start of the Civil War, and did not return within the time specified in an 1896 decree from the case of ""Moses Whitmire, trustee, etc., vs. the Cherokee Nation, et al."" Peter Ross could also not be identified in the 1880 authenticated Cherokee tribal roll. It was decided to deny his case, according to provisions in the Curtis Act, passed on June 28, 1898.","1/19: Ross, Peter, R-385. 1904",2025-08-14T18:08:27.019000+00:00,"Needles, T. B. (Thomas. B.), 1835-1914|Stanley, W. E.|Bixby, Tams, 1854-1922|Breckinridge, Clifton Rodes, 1846-1932",2025-08-14T18:08:27.019000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Interviews,Decision: in the matter of the application for the enrollment of Peter Ross as a Cherokee Freedman,"Migration, Internal--Southern States|Freed persons|United States. Curtis Act|Governmental investigations|Cherokee Indians--Legal status, laws, etc.|Cherokee Indians--Census, 1880|American Civil War (United States : 1861-1865)|African Americans|Cherokee Indians--Tribal citizenship|Ross, Peter",eng,1 page,false,"Typewritten at the top of the document: ""Cherokee Freedman D-831.""|Includes stamped signatures of the Commissioners to the Five Civilized Tribes: Tams Bixby, T.B. Needles, C.R. Breckinridge, and W.E. Stanley, dated March 5, 1904.",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1904-03-05,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/124/pages/page_0/files/1-19RossPeter_0004_0001.jp2
reformatted digital,"Oklahoma--Fort Gibson (Indian Territory)|Cherokee Nation, Oklahoma",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Letter from ""Dollie Humphrey"" [Dollie Umphuris], which may have been partially written by her husband on her behalf. Addressed to ""Mr. Hiscox"" (probably E.A. Hitchcock, the Secretary of the Interior), the letter inquires why Dollie was not listed in one of the Cherokee tribal rolls (probably 1880, since her case had been denied on that basis). It claims that Dollie had returned to the Cherokee Nation in 1866 as a freed person, and that she had ""met"" the Wallace roll, as well as the Kerns-Clifton roll. The letter requests that her case for citizenship in the Cherokee Nation be re-opened in order for this evidence to be considered.","1/25: Umphuris, Dollie, R-384. 1904, 1906",2025-08-14T18:10:21.843000+00:00,,2025-08-14T18:10:21.843000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Dollie Umphuris case]: Letter from ""Dollie Humphrey"" [Dollie  Umphuris]  to a ""Mr. Hiscox"" [most likely E. A. Hitchcock], Fort Gibson, Indian Territory, June 23, 1906 [4 copies]","Kerns-Clifton roll|Umphuris, Dollie|Cherokee Indians--Tribal citizenship|United States. Commission to the Five Civilized Tribes|Freed persons|Governmental investigations|Cherokee Indians--Census, 1880|Wallace rolls|African American women|African Americans",eng,1 page (4 copies),false,,fedoraAdmin,Text,"Umphuris, Dollie",1906-06-23,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/pages/page_0/files/1-25UmphurisDollie_0005_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/pages/page_1/files/1-25UmphurisDollie_0005_0002.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/pages/page_2/files/1-25UmphurisDollie_0005_0003.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/154/pages/page_3/files/1-25UmphurisDollie_0005_0004.jp2
reformatted digital,"Washington (D. C.)|Arkansas--Fort Smith|Oklahoma--Muskogee (Indian Territory)|Oklahoma--Goingsnake District (Indian Territory)|Cherokee Nation, Oklahoma",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/11/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/11/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Letter from E.A. Hitchcock, Secretary of Interior, informing the Commission that the Department has granted a motion filed by attorneys Neal and London of Fort Smith, Arkansas to re-open the case of Martha Albert et al. Although her application for enrollment as a Cherokee Freedman was previously denied, new evidence has emerged that suggests that Johnson Whitmire may have enslaved two women named Martha"" in Goingsnake District with divergent personal histories.","1/1: Albert, Henry, et al., R-421. 1901,1905",2025-08-14T18:07:40.029000+00:00,"Hitchcock, Ethan Allen, 1835-1909",2025-08-14T18:07:40.029000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Martha Albert et al. case]: Letter from E.A. Hitchcock, Secretary of the Interior, to the Commission to the Five Civilized Tribes about Martha Albert's Cherokee Freedmen case, Washington, March 25, 1905","Indian slaveholders|Freed persons|Enslaved persons|Governmental investigations|Children of freed persons|African American women|Albert, Martha|African Americans|Cherokee Indians--Tribal citizenship|United States. Commission to the Five Civilized Tribes",eng,2 pages,false,"Written in pencil on the back of the page is ""C.7.R. 421.""|Typewritten at the top of the document: ""D.C. 16475-1905.;""I.T.D. 1332-1905.""|This letter is addressed to the Commission to the Five Civilized Tribes at ""Muskogee, Indian Territory.""",fedoraAdmin,Text,United States. Department of the Interior,1905-03-25,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/11/pages/page_0/files/1-1_Albert_Henry_0010_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/11/pages/page_1/files/1-1_Albert_Henry_0010_0002.jp2
