dc_identifier,ldp_contains,dc_language,dcterms_spatial,fedora_created,dc_format,dc_title,fedora_writable,dcterms_type,fedora_lastModified,dc_subject,dc_creator,dc_rights,fedora_hasParent,dcterms_issued,fedora_createdBy,tamudigital_local/coordinates,fedora_lastModifiedBy,files,dc_contributor
5376556,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/17/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/17/orderProxies,eng,College Station (Tex.),2021-12-23T16:38:33.791000+00:00,application/tif|reformatted digital,Transit Routes & Schedule Information: 2004-2005,false,StillImage,2021-12-23T16:38:33.791000+00:00,Bus travel--Texas--Bryan--Maps|Texas A & M University--Maps|Bus travel--Texas--College Station--Maps,Texas A & M University Transportation Services,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,2004,fedoraAdmin,(W 96°23ʹ12ʺ--W 96°11ʹ47ʺ/N 30°39ʹ29ʺ--N 30°31ʹ24ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/17/pages/page_0/files/5376556_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/17/pages/page_1/files/5376556_b.tif,
5386735,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/27/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/27/pages,eng,College Station (Tex.),2021-12-23T16:43:13.234000+00:00,application/tif|reformatted digital,"Off Campus Bus Route Information Guide, Texas A&M University: Fall 1997",false,StillImage,2021-12-23T16:43:13.234000+00:00,Bus travel--Texas--Bryan--Maps|Texas A & M University--Maps|Bus travel--Texas--College Station--Maps,Texas A & M University Bus Operations,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1997,fedoraAdmin,(W 96°21ʹ55ʺ--W 96°17ʹ55ʺ/N 30°39ʹ02ʺ--N 30°34ʹ58ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/27/pages/page_0/files/5386735_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/27/pages/page_1/files/5386735_b.tif,
5386690,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/26/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/26/orderProxies,eng,College Station (Tex.),2021-12-23T16:42:57.074000+00:00,reformatted digital|application/tif,Texas A&M University Campus [Parking Map]: [1997-1998],false,StillImage,2021-12-23T16:42:57.074000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,"Texas A & M University. Department of Parking, Traffic & Transportation","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1997,fedoraAdmin,(W 96°21ʹ32ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ15ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/26/pages/page_0/files/5386690_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/26/pages/page_1/files/5386690_b.tif,
5376626,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/23/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/23/pages,eng,College Station (Tex.),2021-12-23T16:40:05.054000+00:00,application/tif|reformatted digital,[Texas A&M University Parking Map]: [1992-1993],false,StillImage,2021-12-23T16:40:05.054000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,"Texas A & M University. Department of Parking, Transit & Traffic Services","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1992,fedoraAdmin,(W 96°21ʹ32ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ15ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/23/pages/page_0/files/5376626_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/23/pages/page_1/files/5376626_b.tif,
5376622,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/22/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/22/orderProxies,eng,College Station (Tex.),2021-12-23T16:39:49.390000+00:00,application/tif|reformatted digital,"Parking tips to survive Texas A&M University: 1991-1992, Motor Vehicle Regulations",false,StillImage,2021-12-23T16:39:49.390000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,"Texas A & M University. Department of Parking, Transit & Traffic Services","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1991,fedoraAdmin,(W 96°21ʹ32ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ15ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/22/pages/page_0/files/5376622_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/22/pages/page_1/files/5376622_b.tif,
4014868,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/81/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/81/pages,eng,College Station (Tex.),2021-12-23T17:28:34.922000+00:00,application/tif|reformatted digital,"Official map: city of College Station, Texas",false,StillImage,2021-12-23T17:28:34.922000+00:00,Texas A & M University--Maps,College Station (Tex.),"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, the City of College Station, Texas, who graciously shared permission for Texas A&M University Libraries to display this image in this online exhibit. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1970,fedoraAdmin,(W 96°20ʹ47ʺ--W 96°17ʹ22ʺ/N 30°37ʹ36ʺ--N 30°34ʹ54ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/81/pages/page_0/files/4014868_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/81/pages/page_1/files/4014868_b.tif,
5396877,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/31/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/31/orderProxies,eng,College Station (Tex.),2021-12-23T16:44:16.836000+00:00,reformatted digital|application/tif,"A&M College of Texas, College Station",false,StillImage,2021-12-23T16:44:16.836000+00:00,Texas A & M University Parking--Maps|Texas A & M University--Maps,Texas A & M University,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1961,fedoraAdmin,(W 96°20ʹ56ʺ--W 96°19ʹ25ʺ/N 30°37ʹ43ʺ--N 30°36ʹ18ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/31/pages/page_0/files/5396877_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/31/pages/page_1/files/5396877_b.tif,
5418194,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/41/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/41/pages,eng,College Station (Tex.),2021-12-23T16:47:00.541000+00:00,reformatted digital|application/tif,Texas A&M University motor vehicle regulations: September 1980,false,StillImage,2021-12-23T16:47:00.541000+00:00,Texas A & M University Parking--Maps|Texas A & M University--Maps,Texas A & M University  Police,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1984,fedoraAdmin,(W 96°21ʹ34ʺ--W 96°19ʹ24ʺ/N 30°37ʹ48ʺ--N 30°36ʹ11ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/41/pages/page_0/files/5418194_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/41/pages/page_1/files/5418194_b.tif,
4003901,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/76/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/76/orderProxies,eng,College Station (Tex.),2021-12-23T17:26:52.324000+00:00,application/tif|reformatted digital,"Texas A&M University, College Station, Tex main campus",false,StillImage,2021-12-23T17:26:52.324000+00:00,Texas A & M University--Maps,,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1970,fedoraAdmin,(W 96°20ʹ48ʺ--W 96°19ʹ24ʺ/N 30°37ʹ42ʺ--N 30°36ʹ20ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/76/pages/page_0/files/4003901.tif,"Baker, O. D."
4023969,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/87/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/87/orderProxies,eng,College Station (Tex.),2021-12-23T17:30:53.340000+00:00,application/tif|reformatted digital,"[Wellborn Road, Texas A & M University]",false,StillImage,2021-12-23T17:30:53.340000+00:00,Texas A & M University--Maps,,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1988?,fedoraAdmin,(W 96°20ʹ59ʺ--W 96°20ʹ11ʺ/N 30°37ʹ04ʺ--N 30°36ʹ08ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/87/pages/page_0/files/4023969.tif,
5419609,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/47/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/47/orderProxies,eng,College Station (Tex.),2021-12-23T16:48:55.852000+00:00,application/tif|reformatted digital,Texas A&M University motor vehicle regulations: September 1986,false,StillImage,2021-12-23T16:48:55.852000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,Texas A & M University  Police Department,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1986,fedoraAdmin,(W 96°21ʹ34ʺ--W 96°19ʹ24ʺ/N 30°37ʹ48ʺ--N 30°36ʹ11ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/47/pages/page_0/files/5419609_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/47/pages/page_1/files/5419609_b.tif,
5418207,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/46/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/46/orderProxies,eng,College Station (Tex.),2021-12-23T16:48:36.913000+00:00,application/tif|reformatted digital,Texas A&M University motor vehicle regulations: September 1985,false,StillImage,2021-12-23T16:48:36.913000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,Texas A & M University  Police,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1985,fedoraAdmin,(W 96°21ʹ34ʺ--W 96°19ʹ24ʺ/N 30°37ʹ48ʺ--N 30°36ʹ11ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/46/pages/page_0/files/5418207_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/46/pages/page_1/files/5418207_b.tif,
4014572,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/56/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/56/orderProxies,eng,College Station (Tex.),2021-12-23T17:05:40.125000+00:00,application/tif|reformatted digital,"City of College Station, Texas: zoning map",false,StillImage,2021-12-23T17:05:40.125000+00:00,College Station (Tex.)--Maps,,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, the City of College Station, Texas, who graciously shared permission for Texas A&M University Libraries to display this image in this online exhibit. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,date of publication not identified,fedoraAdmin,(W 96°31ʹ27ʺ--W 96°14ʹ53ʺ/N 30°40ʹ14ʺ--N 30°34ʹ20ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/56/pages/page_0/files/4014572.tif,
5376529,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/55/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/55/pages,eng,College Station (Tex.)|Bryan (Tex.),2021-12-23T17:05:20.204000+00:00,application/tif|reformatted digital,Transit routes & schedule information: 2005-2006,false,StillImage,2021-12-23T17:05:20.204000+00:00,Bus travel--Texas--College Station--Maps|Texas A & M University--Maps|Bus travel--Texas--Bryan--Maps,Texas A & M University Transportation Services,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,2005,fedoraAdmin,(W 96°23ʹ12ʺ--W 96°11ʹ47ʺ/N 30°39ʹ29ʺ--N 30°31ʹ24ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/55/pages/page_0/files/5376529_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/55/pages/page_1/files/5376529_b.tif,
2988739,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/65/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/65/orderProxies,eng,College Station (Tex.)|Bryan (Tex.),2021-12-23T17:08:44.161000+00:00,application/tif|reformatted digital,College Station and vicinity: training map,false,StillImage,2021-12-23T17:08:44.161000+00:00,"Texas A & M University--Maps, Topographic|College Station (Tex.)--Maps, Topographic",,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,,fedoraAdmin,(W 96°21ʹ33ʺ--W 96°18ʹ42ʺ/N 30°38ʹ01ʺ--N 30°36ʹ01ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/65/pages/page_0/files/2988739.tif,
5376566,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/18/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/18/orderProxies,eng,College Station (Tex.),2021-12-23T16:38:49.556000+00:00,application/tif|reformatted digital,Texas A&M University Route Information: 2001-2002,false,StillImage,2021-12-23T16:38:49.556000+00:00,Bus travel--Texas--College Station--Maps|Texas A & M University--Maps|Bus travel--Texas--Bryan--Maps,Texas A & M University Bus Operations,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,2001,fedoraAdmin,(W 96°22ʹ47ʺ--W 96°17ʹ18ʺ/N 30°40ʹ39ʺ--N 30°35ʹ01ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/18/pages/page_0/files/5376566_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/18/pages/page_1/files/5376566_b.tif,
5419617,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/9/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/9/orderProxies,eng,College Station (Tex.),2021-12-23T16:42:41.165000+00:00,reformatted digital|application/tif,[Texas A&M University],false,StillImage,2021-12-23T16:42:41.165000+00:00,Texas A & M University--Maps,Texas A & M University Administrative Geographic Information System,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1995,fedoraAdmin,(W 96°21ʹ08ʺ--W 96°19ʹ26ʺ/N 30°37ʹ51ʺ--N 30°36ʹ01ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/9/pages/page_0/files/5419617.tif,
