dcterms_accessRights,dc_type,fedora_createdBy,fedora_hasParent,dcterms_type,dcterms_medium,fedora_writable,dc_title,dc_rights,ldp_contains,dc_identifier,dc_publisher,dcterms_created,fedora_created,dcterms_extent,dc_subject,fedora_lastModified,tamudigital_local/details,fedora_lastModifiedBy,dc_format,files,dc_relation,dcterms_spatial,dc_contributor,dc_creator
Openly accessible,Stormont marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6990,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/521/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/521/pages,6990,Texas A & M University. Libraries,19th century,2020-07-30T21:38:55.311000+00:00,"1 sheet of green, red, yellow, black and white marbled paper; 9.00 x 11.00 in.",Marbled papers,2020-07-30T21:38:55.311000+00:00,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""? repair"" [written in pencil on verso]; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Yellowed and stained on verso; wrinkling; slightly worn area along binding edge; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/521/pages/page_0/files/06990.jpg,,,,
Openly accessible,Watermarks|Laid lines|art reproduction|Non-patterned Paste papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12400,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/837/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/837/orderProxies,12400,Texas A & M University. Libraries,Circa 1740,2020-07-30T21:54:16.961000+00:00,1 sheet of brown and cream paste paper; 14.50 x 20.75 in.,Decorative paper,2020-07-30T21:54:16.961000+00:00,Distribution of fibers; Surface application; Laid; Watermarked; Paste; P4.D6.F7; Laid paper; watermark with alphabet letters that cannot be read; See Haemmerle p. 123; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased; folded; small hole; stained on recto; 2 pieces joined on verso; ink on verso,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/837/pages/page_0/files/12400.jpg,,,,
Openly accessible,Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12464,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/866/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/866/orderProxies,12464,Texas A & M University. Libraries,Circa 1923,2020-07-30T21:45:17.679000+00:00,1 sheet of cream laid paper; 6.00 x 9.00 in.,Decorative paper,2020-07-30T21:45:17.679000+00:00,"Distribution of fibers; Laid; P2.D3.F11; Vertically lined, finely textured; slightly rounded bottom corner; Inscription on original piece: “Stuttgart & Berlin c. 1923"";“74.50""; Contained in cream folder that is contained in white puffy mailer bag addressed to Sid Berger. The contact information for Sabena Johnson contact information is as follows. Sabena Johnson, 25 Surry Road, Arlington, MA 02476; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper.; Sabena Johnson donated the sheet to Sidney E. Berger and Michele V. Cloonan on 06/09/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; Not signed. Not stamped. Not stickered. Not embossed.; Curled binding edge; stored in cream folder in white puffy mailer bag",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/866/pages/page_0/files/12464.jpg,P2.D3.F11.A,,,
Openly accessible,French snail marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #06942,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/978/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/978/pages,12314|06942,Texas A & M University. Libraries,19th century,2020-07-30T21:47:42.926000+00:00,"1 sheet of dark red, blue, tan and white marbled paper; 10.00 x 14.00 in.",Marbled papers,2020-07-30T21:47:42.926000+00:00,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""coll 109 5-6-[?"" [written in pencil on verso]; ""12314"", [printed in blue ink on 4.50 x 7.00 sheet attached to verso]; ""Tower House, Cotham,Bristol."" [written in black ink on 4.50 x 7.00 sheet attached to verso]; ""This Volume is a copy of ""The Great Bible"" or it may be called Lord J Cromell's Bible ... Francis Fry, August 15th 1879""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/978/pages/page_0/files/06942.jpg,,,,
Openly accessible,art reproduction|Random marbled papers|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6631,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/301/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/301/pages,6631,Texas A & M University. Libraries,19th century,2020-07-30T21:34:47.279000+00:00,"1 sheet of dark red, light yellow and brown marbled paper; 6.00 x 7.00 in.",Marbled papers,2020-07-30T21:34:47.279000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/301/pages/page_0/files/06631.jpg,,,,
Openly accessible,nonpareil marbled paper|art reproduction|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8199,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/626/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/626/orderProxies,8199,Texas A & M University. Libraries,19th century,2020-07-30T21:40:54.392000+00:00,"1 sheet of red, blue, green, yellow and white marbled paper; 7.50 x 9.50 in.",Marbled papers,2020-07-30T21:40:54.392000+00:00,"Surface application; Marbled; C2.B4; All edges gilt. Previously used as an endpaper in a bookbinding; Inscription on original piece: ""BOUND BY MACKENZIE.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Stamped.; Corner stained; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/626/pages/page_0/files/08199.jpg,,,,
Openly accessible,art reproduction|Pulled paste papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #13218,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/963/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/963/pages,13218,Texas A & M University. Libraries,19th century,2020-07-30T21:47:19.416000+00:00,1 sheet of blue and white paste paper; 8.25 x 11.00 in.,Decorative paper,2020-07-30T21:47:19.416000+00:00,Surface application; Paste; M5.D5.F16; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.2.d; Not signed. Not stamped.; Corner creased; abrasion; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/963/pages/page_0/files/13218.jpg,,,,
Openly accessible,art reproduction|curl marbled paper|French snail marbled papers|dutch marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6659,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/329/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/329/orderProxies,6659,Texas A & M University. Libraries,19th century,2020-07-30T21:55:08.443000+00:00,"1 sheet of red, brown, blue, green, gold and cream marbled paper; 5.00 x 7.75 in.",Marbled papers,2020-07-30T21:55:08.443000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Paper thin along binding edge with abrasion on verso; slight yellowing and spot stain on verso; wrinkling; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/329/pages/page_0/files/06659.jpg,,,,
Openly accessible,Moire random marbled papers|Calendered papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #5022,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/72/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/72/orderProxies,5022,Texas A & M University. Libraries,19th century,2020-07-30T21:42:33.596000+00:00,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.25 x 25.50 in.",Marbled papers,2020-07-30T21:42:33.596000+00:00,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped. Not stickered. Not embossed.; Paper discolored,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/72/pages/page_0/files/05022.jpg,,France,,
Openly accessible,Laid lines|art reproduction|curl marbled paper|Peacock marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6464,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/171/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/171/pages,6464,Texas A & M University. Libraries,19th century,2020-07-30T21:58:08.012000+00:00,"1 sheet of  gray, black and white marbled paper; 6.25 x 6.75 in.",Marbled papers,2020-07-30T21:58:08.012000+00:00,"Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; abstract, loose pattern; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.g; Not signed. Not stamped.; Deep diagonal crease; corner crease; small hole; irregular edge; spot stains on recto; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/171/pages/page_0/files/06464.jpg,,,,
Openly accessible,French snail marbled papers|dutch marbled paper|art reproduction|curl marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6477,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/184/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/184/orderProxies,6477,Texas A & M University. Libraries,19th century,2020-07-30T21:55:02.174000+00:00,"1 sheet of red, green, blue, yellow and white marbled paper; 7.00 x 9.00 in.",Marbled papers,2020-07-30T21:55:02.174000+00:00,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Fading and roughing on recto; torn and creased corners; wrinkling; torn edges; staining on verso; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/184/pages/page_0/files/06477.jpg,,,,
Openly accessible,Watermarks|Printed papers|Laid lines|Deckled edges|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #9287,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/759/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/759/orderProxies,9287,Texas A & M University. Libraries,1913,2020-07-30T21:43:24.671000+00:00,1 sheet of cream printed and watermarked paper; 8.50 x 11.00 in.,Decorative paper|Watermarks,2020-07-30T21:43:24.671000+00:00,"Distribution of fibers; Surface application; Deckled; Laid; Watermarked; Printed; W2.D1.F3; Paper shaped liked a tombstone; DH In Heart watermark reads: DARD HUNTER DH [in a heart] 19 13; laid paper [chain lines run parallel to the DH rather than crossing through the letters]; deckled; letterhead printed in black ink on recto: DARD HUNTER MILL, Makers of Handmade Papers for Book Binding, Papestry, Etching and Book Printing. ~ Elaborate Watermarking.  Marlborough-on-Hudson, N.Y. [image of mill]; Contained in a folder created from two pieces of cream mat board fastened on all four sides with brown tape; [written in pencil on recto of one piece of brown tape] ""DARD HUNTER WATERMARKS""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; VIII.H; Not signed. Not stamped.; Puckered",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/759/pages/page_0/files/09287.jpg,W2.D1.F3.A,,,
Openly accessible,French snail marbled papers|dutch marbled paper|Laid lines|art reproduction|curl marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6484,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/191/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/191/orderProxies,6484,Texas A & M University. Libraries,19th century,2020-07-30T21:32:53.097000+00:00,"1 sheet of blue, green, red, brown and cream marbled paper; 8.25 x 13.25 in.",Marbled papers,2020-07-30T21:32:53.097000+00:00,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; Folded in half; creased and torn corners and edges; wrinkling; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/191/pages/page_0/files/06484.jpg,,,,
Openly accessible,agate marbled paper|art reproduction|Stone marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6877,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/413/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/413/pages,6877,Texas A & M University. Libraries,19th century,2020-07-30T21:37:02.120000+00:00,"1 sheet of gray, yellow, red, black and white marbled paper; 3.25 x 5.25  in.",Marbled papers,2020-07-30T21:37:02.120000+00:00,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""Jason Cavy -- July 30th 1836""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Discolored; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/413/pages/page_0/files/06877.jpg,,,,
Openly accessible,dutch marbled paper|art reproduction|curl marbled paper|French snail marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8278,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/702/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/702/orderProxies,8278,Texas A & M University. Libraries,19th century [?],2020-07-30T21:42:10.803000+00:00,"1 sheet of blue, pink, yellow and white marbled paper; 9.25 x 11.00 in.",Marbled papers,2020-07-30T21:42:10.803000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Square cut from one corner; creased; torn several inches along one crease; several tears into edges; discolored; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/702/pages/page_0/files/08278.jpg,,,,
Openly accessible,art reproduction|Random marbled papers|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8307,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/731/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/731/orderProxies,8307,Texas A & M University. Libraries,19th century [?],2020-07-30T21:42:44.810000+00:00,"1 sheet of blue, red, yellow, dark green and white marbled paper; 8.50 x 10.50 in.",Marbled papers,2020-07-30T21:42:44.810000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; One rough edge; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/731/pages/page_0/files/08307.jpg,,,,
Openly accessible,Stormont marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6870,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/406/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/406/pages,6870,Texas A & M University. Libraries,19th century,2020-07-30T21:36:49.338000+00:00,"1 sheet of brown, pink, black and white marbled paper; 4.25 x 6.75 in.",Marbled papers,2020-07-30T21:36:49.338000+00:00,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""Capt oa Sayer D A . A . G from IELS Nov 1855 Cockle 148 Cockle 146 (with variant  imprint)"";""PB/81/UUG""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Abraided area on verso; yellowed; slightly curled binding edge with torn area on recto; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/406/pages/page_0/files/06870.jpg,,,,
