dcterms_extent,dc_subject,fedora_writable,ldp_contains,dcterms_type,dc_type,fedora_created,dc_title,dc_rights,fedora_hasParent,dcterms_isPartOf,dcterms_abstract,fedora_createdBy,fedora_lastModifiedBy,dcterms_temporal,dc_format,dc_description,dc_creator,dc_publisher,dcterms_created,fedora_lastModified,files,dcterms_alternative,dcterms_spatial
1 postcard; 14 x 9 cm,Day (Personal Name)|Anniversaries|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/207/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/207/orderProxies,StillImage,Postcards,2021-12-06T17:56:13.769000+00:00,Herzlichen Glückwunsch zum Namenstage,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a man congratulating someone on their name day.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Neue Photographische Gesellschaft,1914?,2021-12-06T17:56:13.769000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/207/pages/page_0/files/mss00170_01-50_0019.jpg,Congratulations on your nameday!,
1 postcard; 9 x 14 cm,Railroad stations|World War (1914-1918)|Lithuania--Kaunas,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/200/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/200/orderProxies,StillImage,Postcards,2021-12-06T17:54:38.705000+00:00,Kowno. Bahnhof mit deutschen ruhenden Truppen.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Colored photo postcard of German troops resting at a train station in Kaunas, Lithuania.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Hofphot,R. Lederbogen,1914?,2021-12-06T17:54:38.705000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/200/pages/page_0/files/mss00170_01-50_0005.jpg,Kovno. Railway station with German troops at rest.,Lithuania|Vilnius
1 postcard; 9 x 14 cm,World War (1914-1918)|Battlefields|France,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/324/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/324/orderProxies,StillImage,Postcards,2021-12-06T18:41:25.337000+00:00,[Battlefield in France?] reservelager,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a battlefield, possibly in France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1916,2021-12-06T18:41:25.337000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/324/pages/page_0/files/mss00170_02-04_0035.jpg,[Battlefield in France?] reserves,France
1 postcard; 9 x 14 cm,World War (1914-1918)|Belgium--Ghent|Railroad stations,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/5/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/5/pages,StillImage,Postcards,2021-12-06T17:30:25.687000+00:00,Gare de Sud,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of the South railway station in Ghent. Postcard would have originally been issued in a postcard book.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.","Thill, Ern.",Nels,1914?,2021-12-06T17:30:25.687000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/5/pages/page_0/files/mss00170_01-35_0015.jpg,South train station,Ghent|Belgium
1 postcard; 9 x 14 cm,World War (1914-1918)|Germany--Strasburg|Plazas|Views,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/181/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/181/pages,StillImage,Postcards,2021-12-06T17:49:53.491000+00:00,Straßburg. Rabenplatz u. Blick gegen den alten Fischmarkt,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Color illustrated postcard of Raven Square and the old fish market in Strasburg, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,J. Reitz,1914?,2021-12-06T17:49:53.491000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/181/pages/page_0/files/mss00170_01-49_0045.jpg,Strasbourg. Raven Square. View towards the old fish market.,Germany|Strasburg
1 postcard; 9 x 14 cm,Buildings|World War (1914-1918)|France--Laon,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/411/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/411/pages,StillImage,Postcards,2021-12-06T19:01:57.199000+00:00,Environs de Laon: Chamouille,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard showing buildings in Chamouille, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.","Marguet, P.",,1914?,2021-12-06T19:01:57.199000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/411/pages/page_0/files/mss00170_02-06_0057.jpg,Surroundings of Laon: Chamouille,France|Laon
1 postcard; 9 x 14 cm,World War (1914-1918)|Battles|France--Bailly (Yvelines)|Caricatures and cartoons,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/173/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/173/pages,StillImage,Postcards,2021-12-06T17:48:04.939000+00:00,Sturm auf Bailly.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Color illustrated postcard of the storm on Bailly, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,S. G.N.,1914?,2021-12-06T17:48:04.939000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/173/pages/page_0/files/mss00170_01-49_0027.jpg,Storming Bailly.,Bailly|France
1 postcard; 14 x 9 cm,World War (1914-1918)|France--Ardennes|Church buildings,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/396/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/396/pages,StillImage,Postcards,2021-12-06T18:58:22.505000+00:00,Bouconville 3 Feb 1915 Kebrig,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Illustrated postcard showing a church building in Bouconville, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1915,2021-12-06T18:58:22.505000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/396/pages/page_0/files/mss00170_02-06_0027.jpg,,Ardennes|France
1 postcard; 9 x 14 cm,Harbors|Soldiers|Navies|Belgium--Antwerp|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/416/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/416/pages,StillImage,Postcards,2021-12-06T19:03:08.378000+00:00,Marine Wache im Hafen von Antwerpen - Marine allemande a Anvers,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of German navy men in the Port of Antwerp.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T19:03:08.378000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/416/pages/page_0/files/mss00170_02-06_0069.jpg,German Navy in Antwerp,Antwerp|Belgium
1 postcard; 14 x 9 cm,Women|Flowers|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/221/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/221/orderProxies,StillImage,Postcards,2021-12-06T17:59:51.281000+00:00,[Photo of a woman in front of a window with a rose],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a woman in front of window with a rose.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:59:51.281000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/221/pages/page_0/files/mss00170_01-50_0047.jpg,,
1 postcard; 9 x 14 cm,Soldiers|Spies|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/264/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/264/pages,StillImage,Postcards,2021-12-06T18:27:30.185000+00:00,Russischer Spion wird eingebracht,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of two German soldiers brining in a Russian spy.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Imberg & Lefson,1914?,2021-12-06T18:27:30.185000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/264/pages/page_0/files/mss00170_01-51_0046.jpg,Russian spy brought in,
1 postcard; 9 x 14 cm,World War (1914-1918)|Urban gardens|Germany--Krefeld,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/171/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/171/orderProxies,StillImage,Postcards,2021-12-06T17:47:37.778000+00:00,Krefeld. - Stadtgarten.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the city garden in Krefeld, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,"Friedrich Eyfried, Düsseldorf",1914?,2021-12-06T17:47:37.778000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/171/pages/page_0/files/mss00170_01-49_0023.jpg,Krefeld - city garden,Germany|Krefeld
1 postcard; 9 x 14 cm,Buildings--War damage|France--Rethel|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/66/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/66/pages,StillImage,Postcards,2021-12-06T18:16:24.106000+00:00,Rethel (Frankr.) nach der Beschiessung im Jabre 1914,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of Rethel, France after the bombing in  1914.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,GWD - Graphische Werke GmbH Dresden,1914,2021-12-06T18:16:24.106000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/66/pages/page_0/files/mss00170_01-39_0019.jpg,Rethel after the bombardment in 1914.,Rethel|France
1 postcard; 9 x 14 cm,World War (1914-1918)|Soldiers,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/293/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/293/pages,StillImage,Postcards,2021-12-06T18:34:10.841000+00:00,[Military unit],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a military unit.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1918,2021-12-06T18:34:10.841000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/293/pages/page_0/files/mss00170_02-02_0045.jpg,,
1 postcard; 9 x 14 cm,"World War (1914-1918)|Poetry|Religious poetry, German",false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/161/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/161/orderProxies,StillImage,Postcards,2021-12-06T17:45:22.446000+00:00,"Ein Stücklein Sorgetrage An jedem Tage gern, Und was zu viel, sage Getrost Gott den Herrn",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Color illustrated postcard featuring a poem.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,S. & G. S.i.B.,1914?,2021-12-06T17:45:22.446000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/161/pages/page_0/files/mss00170_01-49_0003.jpg,"A little bit of care I gladly bear every day, And what is too much, I confidently tell the Lord God.",
1 postcard; 9 x 14 cm,World War (1914-1918)|Buildings|Buildings--War damage,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/285/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/285/orderProxies,StillImage,Postcards,2021-12-06T18:32:20.344000+00:00,[War damaged buildings],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of bombed buildings.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1918,2021-12-06T18:32:20.344000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/285/pages/page_0/files/mss00170_02-02_0029.jpg,,
1 postcard; 9 x 14 cm,World War (1914-1918)|Locks (Hydraulic engineering)|Canals|France--Aisne,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/310/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/310/pages,StillImage,Postcards,2021-12-06T18:38:08.005000+00:00,Schleuse im Aisne: Canal bei Pargny,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the lock on a canal near Pargny in Aisne, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Friedrich Stunkel,1914?,2021-12-06T18:38:08.005000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/310/pages/page_0/files/mss00170_02-04_0007.jpg,Lock in the Aisne: Canal near Pargny,Aisne|France
