dcterms_extent,dc_subject,fedora_writable,ldp_contains,dcterms_type,dc_type,fedora_created,dc_title,dc_rights,fedora_hasParent,dcterms_isPartOf,dcterms_abstract,fedora_createdBy,fedora_lastModifiedBy,dcterms_temporal,dc_format,dc_description,dc_creator,dc_publisher,dcterms_created,fedora_lastModified,files,dcterms_alternative,dcterms_spatial
1 postcard; 9 x 14 cm,World War (1914-1918)|Castles|France--Aisne,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/387/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/387/orderProxies,StillImage,Postcards,2021-12-06T18:56:14.597000+00:00,"Corbeny (Aisne): L'Eglise et le Chalet ""Boucher""",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of Castle of the Boucher,  located in Corbeny, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:56:14.597000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/387/pages/page_0/files/mss00170_02-06_0009.jpg,"Corbeny (Aisne): The Church and the Castle ""Boucher""",Aisne|France
1 postcard; 9 x 14 cm,Parks|Germany--Duisburg|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/183/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/183/orderProxies,StillImage,Postcards,2021-12-06T17:50:20.914000+00:00,Duisburg. Partie am Kaiserberg,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Colored photo postcard of a group at Kaiserberg Park in Duisberg, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:50:20.914000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/183/pages/page_0/files/mss00170_01-49_0049.jpg,Duisburg. Game at the Imperial Castle.,Duisburg|Germany
1 postcard; 14 x 9 cm,Children|World War (1914-1918)|Military uniforms,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/255/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/255/pages,StillImage,Postcards,2021-12-06T18:25:25.456000+00:00,Mach deinem infanterist der berg nicht schwer,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a young girl and a young boy dressed in military uniform.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Neue Photographische Gesellschaft,1914?,2021-12-06T18:25:25.456000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/255/pages/page_0/files/mss00170_01-51_0029.jpg,Don't make the mountain difficult for your infantryman,
1 postcard; 9 x 14 cm,France--Paris|Views|Railroad stations|World War (1914-1918)|Streets,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/225/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/225/orderProxies,StillImage,Postcards,2021-12-06T18:00:46.360000+00:00,Tout Paris la Gare du Nord et le Boulevard Benain,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the railway station and Denain Boulevard in Paris, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,F.F.,1914?,2021-12-06T18:00:46.360000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/225/pages/page_0/files/mss00170_01-50_0055.jpg,Northern Railway Station and Denain Boulevard,France|Paris
1 postcard; 9 x 14 cm,World War (1914-1918)|France--Meuse|Buildings--War damage,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/413/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/413/pages,StillImage,Postcards,2021-12-06T19:02:25.568000+00:00,Gercourt,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of men in front of a war damaged building in Gercourt, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1916?,2021-12-06T19:02:25.568000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/413/pages/page_0/files/mss00170_02-06_0061.jpg,,Meuse|France
1 postcard; 9 x 14 cm,Factories|World War (1914-1918)|France--Calvados,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/123/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/123/pages,StillImage,Postcards,2021-12-06T17:36:45.941000+00:00,Duß (Lothr.) - Saline,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of Saline, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Otto Cartharius,1914?,2021-12-06T17:36:45.941000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/123/pages/page_0/files/mss00170_01-44_0011.jpg,Saltworks,Calvados|France
1 postcard; 9 x 14 cm,Latvia--Jelgava|Church buildings|Latvijas PareizticiÌgaÌ BazniÌca|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/90/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/90/orderProxies,StillImage,Postcards,2021-12-06T18:21:57.339000+00:00,Der Krieg im Osten: Mitau - Russische Kirche,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of St. Simeon and St. Ann Latvian Orthodox Cathedral in Jelgava, Latvia- formerly Mitau, Russia.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Fritz Krauskopf,1914?,2021-12-06T18:21:57.339000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/90/pages/page_0/files/mss00170_01-41_0021.jpg,The war in the east. Mitau - Russian Church.,Latvia|Jelgava
1 postcard; 14 x 9 cm,New Year cards|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/175/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/175/orderProxies,StillImage,Postcards,2021-12-06T17:48:31.923000+00:00,Viel Glück im Neuen Jahre!,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a young girl with New Year's wishes.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:48:31.923000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/175/pages/page_0/files/mss00170_01-49_0031.jpg,Good luck in the New Year!,
1 postcard; 9 x 14 cm,Walls|World War (1914-1918)|Gates|France--Marne,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/355/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/355/pages,StillImage,Postcards,2021-12-06T18:48:41.717000+00:00,Epoye (Frankreich),No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the walls and gate at Epoye, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,A. Lange,1914?,2021-12-06T18:48:41.717000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/355/pages/page_0/files/mss00170_02-05_0019.jpg,Epoye (France),France|Marne
1 postcard; 14 x 9 cm,"Gürzenich (Cologne, Germany)|World War (1914-1918)",false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/223/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/223/orderProxies,StillImage,Postcards,2021-12-06T18:00:18.937000+00:00,Cöln a. Rh. - Gürzenich,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a building in Gürzenich.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:00:18.937000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/223/pages/page_0/files/mss00170_01-50_0051.jpg,Colonge - Gurzenich,Germany|Gürzenich
1 postcard; 9 x 14 cm,France--Aisne|Church buildings|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/353/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/353/orderProxies,StillImage,Postcards,2021-12-06T18:48:13.608000+00:00,Ausdem 1914-1915. Weltkrieg N-Frankreich. Kirche in Chermizy. Aisne.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Illustrated postcard of a church in Chermizy, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,B. Marta.,1915,2021-12-06T18:48:13.608000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/353/pages/page_0/files/mss00170_02-05_0015.jpg,From 1914-1915. World War in France. Church in Chermizy. Aisne.,France|Aisne
1 postcard; 9 x 14 cm,World War (1914-1918)|France--Laon|Streets,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/314/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/314/orderProxies,StillImage,Postcards,2021-12-06T18:39:04.917000+00:00,Vaux-sous-Laon: grande-rue,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the main street in Laon, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,L.S.,1914?,2021-12-06T18:39:04.917000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/314/pages/page_0/files/mss00170_02-04_0015.jpg,Vaux-sous-Laon: main street,Laon|France
1 postcard; 9 x 14 cm,World War (1914-1918)|France--Lille|Parks,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/144/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/144/orderProxies,StillImage,Postcards,2021-12-06T17:41:31.434000+00:00,"Lille, Citadellen-Wäldchen",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of Citadel Park in Lille, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Georg Stilke,1914?,2021-12-06T17:41:31.434000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/144/pages/page_0/files/mss00170_01-46_0009.jpg,,Lille|France
1 postcard; 14 x 9 cm,Couples|Love-letters|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/219/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/219/orderProxies,StillImage,Postcards,2021-12-06T17:59:10.494000+00:00,"Die erste Lieb' und der junge Mal, Die müssen zusammen kommen, Dann schlagen die Herzen noch einmal so frel, Und sin!d im Nu entglommen",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Colored photo postcard of a couple on a bench.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:59:10.494000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/219/pages/page_0/files/mss00170_01-50_0043.jpg,"The first love and the young man, they must come together, then the hearts beat once more so freely, and are gone in a flash.",
1 postcard; 9 x 14 cm,France--Aisne|Buildings--War damage|Western Front (World War (1914-1918))|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/25/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/25/pages,StillImage,Postcards,2021-12-06T18:06:58.036000+00:00,Westlicher Kriegsschauplatz - Cierges,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of destroyed structures in Cierges, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.","Engel, W.|Fangel, N.",,1914?,2021-12-06T18:06:58.036000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/25/pages/page_0/files/mss00170_01-36_0005.jpg,Western theater of war - Cierges,France|Aisne
1 postcard; 9 x 14 cm,Soldiers|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/295/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/295/orderProxies,StillImage,Postcards,2021-12-06T18:34:38.543000+00:00,[Military unit],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a military unit.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1918,2021-12-06T18:34:38.543000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/295/pages/page_0/files/mss00170_02-02_0049.jpg,,
1 postcard; 9 x 14 cm,Icebreakers (Ships)|Christmas cards|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/163/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/163/orderProxies,StillImage,Postcards,2021-12-06T17:45:49.459000+00:00,Herzinnigen Weihnachtsgruß,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Color illustrated postcard of ships breaking through ice and a Christmas greeting.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,E. A. Schwerdtfeger & Co.,1914?,2021-12-06T17:45:49.459000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/163/pages/page_0/files/mss00170_01-49_0007.jpg,Heartfelt Christmas greetings,
1 postcard; 9 x 14 cm,Soldiers|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/319/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/319/pages,StillImage,Postcards,2021-12-06T18:40:15.184000+00:00,[Soldiers:] 27 Januar 1917,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcards of soldiers in a snowy, forested area in front of a tent.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1917,2021-12-06T18:40:15.184000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/319/pages/page_0/files/mss00170_02-04_0025.jpg,[Soldiers:] 27 January 1917,
1 postcard; 9 x 14 cm,World War (1914-1918)|Military hospitals|France--Vigneulles-lés-Hattonchâtel,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/312/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/312/orderProxies,StillImage,Postcards,2021-12-06T18:38:36.339000+00:00,Feldlazarett in Vigneulles,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a field hospital in Vigneulles, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Willy Koehler,1914?,2021-12-06T18:38:36.339000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/312/pages/page_0/files/mss00170_02-04_0011.jpg,Field hospital in Vigneulles,Vigneulles-lés-Hattonchâte|France
1 postcard; 9 x 14 cm,Theaters|Poland--Kalisz|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/23/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/23/orderProxies,StillImage,Postcards,2021-12-06T18:01:56.113000+00:00,Kalisz 1914,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the Wojciech Boguslawski Theatre in Kalisz, Poland.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914,2021-12-06T18:01:56.113000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/23/pages/page_0/files/mss00170_01-36_0001.jpg,,Poland|Kalisz
