dc_type,dc_identifier,ldp_contains,dcterms_accessRights,fedora_created,dc_publisher,tamudigital_local/details,fedora_hasParent,dcterms_created,dc_format,fedora_createdBy,dcterms_extent,dcterms_type,dcterms_medium,dc_rights,fedora_lastModifiedBy,fedora_writable,dc_subject,dc_title,fedora_lastModified,files,dcterms_spatial,dc_creator,dc_relation
Deckled edges|Watermarks|Laid lines,12374,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/46/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/46/orderProxies,Openly accessible,2021-06-16T14:22:15.394000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Deckled; Laid; Watermarked; P4.D6.F7; Laid paper; 2 watermarks include a crown with fleur de lys and 3 circles with a lion filigreed inside 1; deckled; BANDO printed in Italian in black ink on recto 1709; inscription on piece: ""1709 Iverris G Ivano A: ss""; [written in pencil on verso]: ""5000""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Folded; creased; discolored along edges; stored in white folder",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1709,reformatted digital,fedoraAdmin,1 sheet of black and cream laid watermarked paper; 12.50 x 17.50 in.,StillImage|Text,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12374,2021-06-16T14:22:15.394000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/46/pages/page_0/files/12374.jpg,,,
Zebra marbled papers|endpapers|art reproduction,10298,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/19/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/19/orderProxies,Openly accessible,2021-06-16T14:16:06.027000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.i; Not signed. Not stamped.; Discolored; curling; edges chipped; fragile,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century [?],reformatted digital,fedoraAdmin,"1 sheet of dark red, blue, yellow and white marbled paper; 6.25 x 10.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Marbled papers,Berger-Cloonan #10298,2021-06-21T22:51:02.913000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/19/pages/page_0/files/10298.jpg,,,P1.D4.F3.A
art reproduction|Gold gilt papers|Laid lines,5437|12316,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/41/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/41/pages,Openly accessible,2021-06-16T14:21:06.950000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F2; Overall pattern of floral design; gold over carmine paste; backed; [stamped in black ink in block on recto]: ""AUGSPURG BEY [JOH];ANN MICHAEL MUNCK NO 3""; Part of book cover ; See Haemmerle #234; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5437) in 12/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Stamped. Not stickered. Not embossed.; Stained",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1730,reformatted digital,fedoraAdmin,"1 sheet of red, gold and off-white Dutch gilt paper; 6.25 x 13.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12316,2022-05-18T23:50:02.767000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/41/pages/page_0/files/12316.jpg,Germany--Augsburg,"Munck, Johann Michael",
Gold gilt papers|Laid lines|art reproduction,127|12416,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/81/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/81/pages,Openly accessible,2021-06-16T14:30:23.007000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Ream wrapper L.V.G. (LUBBERTUS VAN GERREVINK); design shows Lion of Holland with sword and 7 arrows, with scroll border; remnant of blue and white thread; Inscription on original piece: “#127 HNY10 ______ 6500""; [printed in red ink on recto]: “FYN PAPIER L. V. G.""; Contained in hinged cream mat with window cut out for viewing; heavy piece of clear plastic overlays ream wrapper for protection; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Upper right corner missing; water stains; stained and soiled; discolored; small edge tears",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1770 [?],reformatted digital,fedoraAdmin,1 sheet of red and tan block-printed paper; 16.50 x 13.00 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12416,2021-06-16T14:30:23.007000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/81/pages/page_0/files/12416.jpg,,,
Printed papers|art reproduction|endpapers,9243,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/7/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/7/pages,Openly accessible,2021-06-16T14:13:36.532000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P1.D3.F8; Ridged, semi-glossy surface on recto; two rounded corners; Previously used as an endpaper in a bookbinding; inscription on piece: ""OUP. UK 1909"";""Gift from Barry McKay 6/12""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan in 06/2012.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Yellowed edges on verso; small edge tears on recto",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1909,reformatted digital,fedoraAdmin,"1 sheet of green, blue and white printed paper; 4.50 x 7.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #9243,2021-06-21T22:46:55.955000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/7/pages/page_0/files/09243.jpg,,,
art reproduction|Block-printed papers,11773,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/25/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/25/orderProxies,Openly accessible,2021-06-16T14:17:27.756000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P2.D2.F7; Looping floral pattern with thin green line framing design; affixed at one edge to a plain sheet of brown paper; [written in pencil on verso of brown sheet]: ""ENGLISH GRESHAM 1920""; Contained in an open clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped.; Small edge tears along one side of decorated sheet.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1920,reformatted digital,fedoraAdmin,"1 sheet of green, purple and cream printed paper; 4.00 x 6.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper|Block printing,Berger-Cloonan #11773,2021-06-16T14:17:27.756000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/25/pages/page_0/files/11773.jpg,,Gresham,P2.D2.F7.A
Printed papers|endpapers|art reproduction,7013,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/6/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/6/pages,Openly accessible,2021-06-16T14:13:22.946000+00:00,Texas A & M University. Libraries,Surface application; Printed; M5.D5.F16; Previously used as an endpaper in a bookbinding; vine design; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Faded areas on recto; creased and torn corners and edges; slight yellowing on verso.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century,reformatted digital,fedoraAdmin,"1 sheet of brown, yellow, black and white printed paper; 9.50 x 12.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #7013,2021-06-21T22:46:05.462000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/6/pages/page_0/files/07013.jpg,,,
art reproduction|Watermarks|Non-patterned Paste papers|Laid lines,12400,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/65/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/65/orderProxies,Openly accessible,2021-06-16T14:26:37.051000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Watermarked; Paste; P4.D6.F7; Laid paper; watermark with alphabet letters that cannot be read; See Haemmerle p. 123; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased; folded; small hole; stained on recto; 2 pieces joined on verso; ink on verso,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1740,reformatted digital,fedoraAdmin,1 sheet of brown and cream paste paper; 14.50 x 20.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12400,2021-06-16T14:26:37.051000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/65/pages/page_0/files/12400.jpg,,,
Dutch gilt papers|Laid lines|art reproduction,12311|5428,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/37/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/37/pages,Openly accessible,2021-06-16T14:20:12.029000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of floral design; gold over carmine paste; laid paper; Contained in BASSENGE folder; Not in Haemmerle?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5428) in 12/2011; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1790 [?],reformatted digital,fedoraAdmin,"1 sheet of red, gold and off-white Dutch gilt paper; 13.25 x 16.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12311,2021-06-16T14:20:12.029000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/37/pages/page_0/files/12311.jpg,,,
Laid lines,12379,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/50/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/50/orderProxies,Openly accessible,2021-06-16T14:23:12.324000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Laid; P4.D6.F7; Laid paper printed with black ink on recto and verso; September 10, 1736 edition of The Virginia Gazette Numb. 6.; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper.; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; Not signed. Not stamped. Not stickered. Not embossed.; Creased; folded in half; 2 holes punched at center fold (for binder?); stored in white folder",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1736,reformatted digital,fedoraAdmin,4 pages of black and white laid paper; 17.00 x 14.50 in.,Text|StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12379,2021-06-21T21:23:09.047000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/50/pages/page_0/files/12379a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/50/pages/page_1/files/12379b.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/50/pages/page_2/files/12379c.jpg,Virginia,,
art reproduction,10290,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/10/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/10/pages,Openly accessible,2021-06-16T14:12:13.032000+00:00,Texas A & M University. Libraries,P1.D4.F3; Tooled rectangle with flowers at each corner; paste-down is sheet printed with Latin text; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: [?]; Not signed. Not stamped.; Scratched and abraded; edges scuffed; discolored; fragile,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century [?],reformatted digital,fedoraAdmin,1 brown tooled leather bookcover;  4.50 x 7.25 in.,StillImage,Leather|Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #10290,2021-06-16T14:12:13.032000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/10/pages/page_0/files/10290.jpg,,,P1.D4.F3.A
art reproduction|Block-printed papers,11783,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/27/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/27/pages,Openly accessible,2021-06-16T14:17:55.207000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P2.D2.F7; Repeating pairs of delicate floral designs; semi-glossy finish; [written in pencil on verso]: ""Bell, York Library 1906""; Contained in an open clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped.; Wrinkled; curled binding edge; discolored edges on recto and verso; stained on verso",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1906 [?],reformatted digital,fedoraAdmin,1 sheet of green and cream printed paper; 4.00 x 6.50 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper|Block printing,Berger-Cloonan #11783,2021-06-16T14:17:55.207000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/27/pages/page_0/files/11783.jpg,,,P2.D2.F7.A
Laid lines|Block-printed papers|art reproduction,12413,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/78/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/78/pages,Openly accessible,2021-06-16T14:29:41.435000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F7; Overall small fan- or wave-shaped pattern; 3 cream borders; heavy weight laid paper; Contained in stiff, clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Torn; worn; center and edge pieces missing; holes; stained and discolored on verso",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Late 18th century,reformatted digital,fedoraAdmin,"1 sheet of brown, tan and cream block-printed paper; 14.25 x 17.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12413,2021-06-16T14:29:41.435000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/78/pages/page_0/files/12413.jpg,,,
Block-printed papers|Laid lines|art reproduction,12412,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/77/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/77/pages,Openly accessible,2021-06-16T14:29:27.759000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F7; Overall striped pattern with floral and geometric designs; laid paper; inscription on piece: ""700 [?] [euros] [circled] ""; Contained in white folded folder; contained in clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Torn edges and corners; creased for binding with white tape on verso; wrinkled",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Late 18th century,reformatted digital,fedoraAdmin,"1 sheet of blue, pink and cream block-printed paper; 11.50 x 16.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12412,2021-06-16T14:29:27.759000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/77/pages/page_0/files/12412.jpg,Italy,,
Dribbled paste papers|Laid lines|art reproduction,,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/74/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/74/pages,Openly accessible,2021-06-16T14:28:46.879000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Hernhuter (monastery near Leipzig)paper used as book cover; speckled or dribbled design; laid paper; right panel is brown speckled with scalloped label shape in red speckle; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2.b; Not signed. Not stamped. Not stickered. Not embossed.; Torn; worn; creased; holes; scratched stained and discolored on recto; 2 pieces joined are nearly apart; spot stains on verso,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Mid 18th century,reformatted digital,fedoraAdmin,"1 sheet of red, brown and white paste paper; 15.00 x 20.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12409,2021-06-16T14:28:46.879000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/74/pages/page_0/files/12409.jpg,Germany,,
Printed papers|art reproduction|endpapers,7012,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/5/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/5/orderProxies,Openly accessible,2021-06-16T14:13:09.258000+00:00,Texas A & M University. Libraries,Surface application; Printed; M5.D5.F16; Previously used as an endpaper in a bookbinding; vine design; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Faded areas on recto; creased and torn corners and edges; slight yellowing on verso.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century,reformatted digital,fedoraAdmin,"1 sheet of brown, yellow, black and white printed paper; 9.50 x 12.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #7012,2021-06-21T22:31:17.954000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/5/pages/page_0/files/07012.jpg,,,
art reproduction|Block-printed papers,11763,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/23/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/23/orderProxies,Openly accessible,2021-06-16T14:17:00.682000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P2.D2.F7; Abstract geometric design; lines in paper but not laid; inscription on piece: ""German 1907""; Contained in a sealed clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped.; Edge tears; yellowed edges on recto and verso; creased; wrinkled",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1907 [?],reformatted digital,fedoraAdmin,1 sheet of beige and cream printed paper; 9.00 x 11.50 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #11763,2021-06-16T14:17:00.682000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/23/pages/page_0/files/11763.jpg,Germany [?],,
