dc_type,fedora_lastModifiedBy,dc_rights,dc_identifier,dc_title,tamudigital_local/details,dcterms_type,dc_relation,fedora_writable,fedora_lastModified,fedora_createdBy,dc_subject,dcterms_extent,fedora_hasParent,fedora_created,dcterms_medium,ldp_contains,dc_format,files,dcterms_spatial,dc_creator,dcterms_created,dc_contributor
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11737,Berger-Cloonan #11737,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; loose French snail pattern with open red areas; attached sheet of cream laid paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; curled and torn binding edge; discolored edge on verso; attached sheet partially coming loose; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:59.369000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:59.369000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/229/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/229/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/229/pages/page_0/files/11737.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11728,Berger-Cloonan #11728,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; open, white area in pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Wrinkled; stained on verso; curled and torn binding edge; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:47.160000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.50 x 9.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:47.160000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/220/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/220/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/220/pages/page_0/files/11728.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11629,Berger-Cloonan #11629,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish on recto; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Torn and frayed on bottom edge; faded and worn on recto; creased; wrinkled; stained and discolored on verso; worn binding edge; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:00.500000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 9.00 x 13.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:00.500000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/121/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/121/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/121/pages/page_0/files/11629.jpg,,,,
Stormont marbled paper|endpapers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12838,Berger-Cloonan #12838,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; [written in pencil on verso]: ""[(?)] K.l Park Paper""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Not stamped; Not stickered; Not embossed; Creased; torn; wrinkled; binding edge; stained and discolored on verso",StillImage,,false,2022-06-13T21:17:56.944000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of black, green, red, brown and white marbled paper; 8.00 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:17:56.944000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/298/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/298/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/298/pages/page_0/files/12838.jpg,,,,
marbled paper|Oil on water marbled papers|endpapers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8358,Berger-Cloonan #8358,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed; Not stamped; Creased; small edge tears; staining on verso where marbling was glued to another piece,StillImage,,false,2022-06-13T21:11:49.680000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of brown, black and white marbled paper; 4.50 x 10.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:11:49.680000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/79/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/79/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/79/pages/page_0/files/08358.jpg,,,,
marbled paper|Stone marbled papers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13067,Berger-Cloonan #13067,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-glossy finish; [written in blue pencil on verso]: ""V- 1612""; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Not stamped; Torn; creased; wrinkled; curled and torn binding edge; discolored edges on verso; white marks on recto; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:27.622000+00:00,fedoraAdmin,Marbled papers,1 sheet of blue and white marbled paper; 9.75 x 15.50 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:27.622000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/316/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/316/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/316/pages/page_0/files/13067.jpg,,,,
marbled paper|endpapers|Random marbled papers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8349,Berger-Cloonan #8349,Distribution of fibers; Surface application; Laid Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Abstract design; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed; Not stamped; Not stickered; Not embossed; Creased; marbling on verso,StillImage,,false,2022-06-13T21:11:36.771000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of black, gray, pink, blue and white marbled paper; 8.25 x 8.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:11:36.771000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/70/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/70/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/70/pages/page_0/files/08349.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11679,Berger-Cloonan #11679,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; light weight paper; dull, semi-gloss finish; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Wrinkled; creased and torn binding edge; hole; small edge tear; stained on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:14:24.745000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:14:24.745000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/171/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/171/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/171/pages/page_0/files/11679.jpg,,,,
endpapers|art reproduction|Stormont marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8330,Berger-Cloonan #8330,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Heavy weight paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Not stamped; Faded; creased; stained on recto; worn and torn binding edge; discolored and stained on verso,StillImage,,false,2022-06-13T21:11:04.496000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of gray, green, yellow, pink, black and white marbled paper; 8.50 x 10.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:11:04.496000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/51/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/51/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/51/pages/page_0/files/08330.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11717,Berger-Cloonan #11717,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; holes; wrinkled; discolored edges on verso; torn binding edge; small marks on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:26.679000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.25 x 9.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:26.679000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/209/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/209/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/209/pages/page_0/files/11717.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11708,Berger-Cloonan #11708,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Large area cut out on binding edge; creased; wrinkled; black marks on recto; stained on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:14.400000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:14.400000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/200/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/200/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/200/pages/page_0/files/11708.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper|endpapers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12818,Berger-Cloonan #12818,Distribution of fibers; Surface application; Laid Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Light weight paper; laid lines; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Not stickered; Not embossed; Minor corner creases; edge tears; wrinkling; staining on verso,StillImage,,false,2022-06-13T21:17:23.304000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of blue, brown, green, yellow and white marbled paper; 8.75 x 12.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:17:23.304000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/278/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/278/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/278/pages/page_0/files/12818.jpg,,,,
curl marbled paper|art reproduction|French snail marbled papers|Dutch marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11658,Berger-Cloonan #11658,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; French snail pattern with several open red areas; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Torn binding edge; creased; wrinkled; stained on verso; white area on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:51.050000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:51.050000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/150/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/150/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/150/pages/page_0/files/11658.jpg,,,,
agate marbled paper|Stone marbled papers|endpapers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8186,Berger-Cloonan #8186,Distribution of fibers; Surface application; Laid Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Semi-glossy finish; laid lines; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Not stamped; Stained and yellowed on verso; creased; curled binding edge,StillImage,,false,2022-06-13T21:10:32.005000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of green, pink, red, black, yellow and white marbled paper; 9.25 x 11.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:10:32.005000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/30/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/30/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/30/pages/page_0/files/08186.jpg,,,,
