dc_type,fedora_createdBy,dc_creator,fedora_hasParent,dc_rights,dc_contributor,fedora_lastModifiedBy,dcterms_extent,fedora_created,ldp_contains,dcterms_provenance,dc_title,dcterms_temporal,dc_subject,dcterms_isPartOf,dcterms_abstract,dcterms_created,dc_identifier,dcterms_type,fedora_lastModified,fedora_writable,files,dcterms_spatial,tamudigital_local/details,dc_description
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 13X10mm,2023-02-17T18:23:23.380000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/365/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/365/orderProxies,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 07",,"Stevenson Companion Animal Life-Care Center|Pet medicine|Stevenson, Madlin|Stevenson Companion Animal Life-Care Center--Employees|Texas A & M University. College of Veterinary Medicine--Benefactors|Greenbaum, Ellie|Animal housing|Small Animal Medicine and Surgery",College of Veterinary Medicine Image Collection,Associate Director Ellie Greenbaum presents Madlin Stevenson with a corsage during a visit to the Stevenson Companion Animal Life-Care Center.  Mrs. Stevenson was the benefactor and namesake of the Center.,,0337,StillImage,2023-02-17T18:23:23.380000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/365/pages/page_0/files/CVM_0337.jpg,Texas|College Station,,
Photographs,fedoraAdmin,"Wulfson, Jean",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 12.5X17.5mm,2023-02-17T18:07:20.453000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/317/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/317/orderProxies,,"Laura Bush speaks to Texas Folic Acid Council, number 06",1990s,"Campus visits|Special Events|Texas A & M University. College of Veterinary Medicine--Employees|Bush, Laura Welch, 1946-|Congenital Abnormalities|Texas Folic Acid Council|Prenatal care|Texas A & M University. Birth Defects Research Laboratory",College of Veterinary Medicine Image Collection,"Mrs. Laura Bush poses with four unidentified persons during her visit to the College of Veterinary Medicine's Birth Defects Research Lab in association with her ""Take Time for Kids"" campaign.  During this visit, she spoke to the Texas Folic Acid Council to encourage prenatal care in the prevention of birth defects and toured the campus.  The Birth Defects Research Lab, run by Dr. Richard Finnell, was a March of Dimes Grant recipient.",1999,0317,StillImage,2023-02-17T18:07:20.453000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/317/pages/page_0/files/CVM_0317.jpg,Texas|College Station,"Written on photograph: ""1999 Texas Folic Acid Council and Birth Defects research Laboratory visit.""",
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:59:38.096000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/117/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/117/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden Foot & Mouth Collection, number 65",,"Stockyards|Euthanasia of animals|Animal Diseases|Foot-and-Mouth Disease|Porter, Frank D.--Photograph collections|Cattle--Carcasses",College of Veterinary Medicine Image Collection,A close-up view of the carcasses of cattle infected by foot-and-mouth disease in a stockyard.  They are surrounded by smoke from a fire.,Between 1924 and 1930,0115,StillImage,2023-02-17T16:59:38.096000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/117/pages/page_0/files/CVM_0115.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 12X17mm, mounted",2023-02-17T18:20:39.808000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/357/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/357/pages,,"Stevenson Companion Animal Life-Care Center Groundbreaking, number 02",,"Rites and ceremonies|Stevenson Companion Animal Life-Care Center|Special Events|Mobley, William H.|College presidents|Animal housing",College of Veterinary Medicine Image Collection,Dr. Mobley converses with unnamed men in a group of ceremony participants for the groundbreaking of the Stevenson Companion Animal Life-Care Center.,,0329,StillImage,2023-02-17T18:20:39.808000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/357/pages/page_0/files/CVM_0329.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 19X24mm,2023-02-17T17:11:11.348000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/152/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/152/orderProxies,,"Large Animal Clinicals at the A&M College of Texas, number 1",,"Education, Veterinary|Hospitals, Teaching|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Students|Hospitals, Animal|Horses|Clinical Competence|Large Animal Medicine and Surgery|Veterinary students|Teaching Rounds|Physical Examination",College of Veterinary Medicine Image Collection,"Veterinary students examine equine patients in the Large Animal Facility.  Three dark horses and six students stand on the right side, while five students with a pony and a light colored horse stand on the left.",,0151,StillImage,2023-02-17T17:11:11.348000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/152/pages/page_0/files/CVM_0151.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white negative,2023-02-17T18:14:58.016000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/340/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/340/pages,,"Small Animal Clinic Entrance, number 23",1990s,"Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Hospitals, Animal|Pet medicine|Hospital buildings|Small Animal Clinic",College of Veterinary Medicine Image Collection,A view of the steps leading up to the front doors of the Small Animal Clinic.,1999-06-14,0321-23,StillImage,2023-02-17T18:14:58.016000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/340/pages/page_0/files/CVM_0321-23.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:43:18.856000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/67/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/67/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 15",,"Corrals|Calves|Livestock--Inspection|Porter, Frank D.--Photograph collections|Cows",College of Veterinary Medicine Image Collection,Cows and calves inside an enclosed pen are ready for inspection.,Between 1924 and 1930,0065,StillImage,2023-02-17T16:43:18.856000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/67/pages/page_0/files/CVM_0065.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,A&M College Studio|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 7X11.5mm,2023-02-17T17:03:33.766000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/129/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/129/pages,"From a book of personal photographs given to Jerome Jackson Waters Jr. from John N. Olson; both of the graduating class of 1913, on the event of their 1938 class reunion. During this same year, Waters became an Instructor at the Illinois National Guard.  In 1941,  he became Commanding Officer of the Sixth Training Regiment.  From 1942 to 1944 he was appointed Commanding Officer Artillery 76th Division.  From 1944 to 1945, he was Commanding Officer Artillery XXXII Corps. Brig. Gen. Jerome J. Waters passed away in 1972.",Residence of the President of the A&M College of Texas,1930s,"Agricultural and Mechanical College of Texas--Buildings|Ross, Lawrence Sullivan, 1838-1898--Homes and haunts|Waters, Jerome Jackson--Photograph collections|College presidents--Dwellings|Mansions|Historic buildings",College of Veterinary Medicine Image Collection,"This was the first home built for the President of the Agricultural and Mechanical College of Texas in circa 1892 for Lawrence Sullivan Ross who became president in 1891.  The house was destroyed by fire on January 26, 1963 during General James Earl Rudder's term as the 16th president of A&M. Most of the furniture on the first floor was saved and some pieces were used as furnishing in the new Georgian Colonial style home that was built in 1965 as a presidential residence of the College.",1938-06-04,0127,StillImage,2023-02-17T17:03:33.766000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/129/pages/page_0/files/CVM_0127.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Porter, Frank D.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:49:11.594000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/85/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/85/orderProxies,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 33",,"Livestock--Inspection|Porter, Frank D.--Photograph collections|Foot-and-Mouth Disease|Cows|Animal Diseases",College of Veterinary Medicine Image Collection,A man's hand pulls open a cow's mouth and his other hand holds knife during an inspection for foot-and-mouth disease.,Between 1924 and 1930,0083,StillImage,2023-02-17T16:49:11.594000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/85/pages/page_0/files/CVM_0083.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 8.5X13.5mm; mounted,2023-02-17T16:21:53.776000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/10/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/10/orderProxies,,"Veterinary ""Horse Ambulance"" (Model T Truck) for Dr. Manning of David City, Nebraska",,"Veterinary medicine--History|Ambulances|Manning, Samuel Benton, 1885-1951",College of Veterinary Medicine Image Collection,"A ""horse ambulance"" fitted to a Ford Model T truck owned by Dr. Samuel Benton Manning, a practicing veterinarian, who became Mayor of David City from 1940-1950. Dr. Manning graduated from the Kansas City Veterinary College in 1907.  He was the son of Oscar Green Manning, and Mary Elizabeth Parnell. He was married to Margaret, and had two children, Genieve (1909) and Keith.  The truck prominently displays his name.",Before 1916,0009,StillImage,2023-02-17T16:21:53.776000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/10/pages/page_0/files/CVM_0009.jpg,Nebraska|David City,"""Horse ambulance, Dr. Manning, Veterinarian, David City, Neb.""",
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:54:04.463000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/101/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/101/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 49",Between 1924 and 1930,"Corrals|Euthanasia of animals|Animal Diseases|Cattle|Porter, Frank D.--Photograph collections|Foot-and-Mouth Disease",College of Veterinary Medicine Image Collection,"A man in the center of the frame with a rifle aimed at infected cattle, demonstrating the eradication process used in managing foot-and-mouth disease.",Between 1924 and 1930,0099,StillImage,2023-02-17T16:54:04.463000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/101/pages/page_0/files/CVM_0099.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 11.5X19.5mm,2023-02-17T16:35:23.050000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/43/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/43/pages,,"Treatment of a Cow, number 1",,"Teaching Rounds|Practicums|Cows|Education, Veterinary|Veterinary medicine--History|Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Students|Clinical Competence|Large Animal Medicine and Surgery|Veterinary students",College of Veterinary Medicine Image Collection,One student treats a cow in a corral while others observe or assist.,Between 1890 and 1910,0042,StillImage,2023-02-17T16:35:23.050000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/43/pages/page_0/files/CVM_0042.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University Graphic Services|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 10X15mm,2023-02-17T18:06:39.554000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/315/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/315/pages,,"Laura Bush speaks to Texas Folic Acid Council, number 04",1990s,"Campus visits|Special Events|Speeches, addresses, etc.|Bush, Laura Welch, 1946-|Congenital Abnormalities|Texas Folic Acid Council|Prenatal care|Texas A & M University. Birth Defects Research Laboratory",College of Veterinary Medicine Image Collection,"Mrs. Laura Bush gives a speech to the Texas Folic Acid Council to encourage prenatal care in the prevention of birth defects. Laura Bush,  the ""First Lady of Texas,"" visited the College of Veterinary Medicine's Birth Defects Research Lab, and toured the campus as part of her ""Take Time for Kids"" campaign.  The Birth Defects Research Lab, run by Dr. Richard Finnell, was a March of Dimes Grant recipient.",1999,0315,StillImage,2023-02-17T18:06:39.554000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/315/pages/page_0/files/CVM_0315.jpg,College Station|Texas,"Written on photograph: ""1999 Texas Folic Acid Council and Birth Defects research Laboratory visit.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 7X11mm,2023-02-17T17:02:34.996000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/126/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/126/pages,,Father of an A&M College of Texas Student with Two Mules,1940s,Fathers|Equidae|Pastures|Mules,College of Veterinary Medicine Image Collection,"The father of a student at the Agricultural and Mechanical College of Texas at the time, is shown with two mules in a field.  The man's identity has not been confirmed, but it is thought that he may have been from Tennessee with the surname of either Dodson or Dobson.  It is also thought that his son may have graduated in either 1943 or 1944.",Between 1940 and 1950,0124,StillImage,2023-02-17T17:02:34.996000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/126/pages/page_0/files/CVM_0124.jpg,Tennessee,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 10X15mm,2023-02-17T18:22:42.569000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/363/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/363/pages,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 05",,"Stevenson Companion Animal Life-Care Center--Employees|Pets|Greenbaum, Ellie|Cats|Animal housing|Dogs|Small Animal Medicine and Surgery|Human-animal relationships|Stevenson Companion Animal Life-Care Center|Pet medicine",College of Veterinary Medicine Image Collection,"Mrs. Ellie Greenbaum (right) and an unidentified woman (left) are seated on a sofa at the Stevenson Companion Animal Life-Care Center, while three dogs and one cat lounge with them.",,0335|R1-5,StillImage,2023-02-17T18:22:42.569000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/363/pages/page_0/files/CVM_0335.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 10X15mm,2023-02-17T18:19:58.898000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/355/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/355/orderProxies,,"1999 College of Veterinary Medicine (CVM) Staff Awards, number 104",1990s,"Deans (Education)|Snell, James R.|Texas A & M University. College of Veterinary Medicine--Employees|Adams, Richard H.|Performance awards|Texas A & M University. College of Veterinary Medicine--Awards|Award presentations|Texas A & M University. College of Veterinary Medicine--Professional staff|Farnsworth, Charles|Young, Rick",College of Veterinary Medicine Image Collection,"Dean H. Richard Adams poses with three staff members that have received an award.  From left to right: Rick Young (Computer Systems Manager), James R. Snell (Senior Lecturer and Coordinator), and Charles Farnsworth (Communications Manager).",1999-09,0327,StillImage,2023-02-17T18:19:58.898000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/355/pages/page_0/files/CVM_0327.jpg,Texas|College Station,,
